HOG,Orthogroup,product,genes
N0.HOG0009555,OG0008393,BRD4 interacting chromatin remodeling complex associated protein,BICRA
N0.HOG0009556,OG0008394,zinc finger protein 541,ZNF541
N0.HOG0009557,OG0008395,NSF attachment protein alpha,NAPA
N0.HOG0009557,OG0008395,,NAPA
N0.HOG0009558,OG0008396,gametogenetin,GGN
N0.HOG0009559,OG0008397,sprouty related EVH1 domain containing 3,SPRED3 
N0.HOG0009559,OG0008397,,SPRED3 
N0.HOG0009559,OG0008397,sprouty-related  EVH1 domain-containing protein 1-like,SPRED3 
N0.HOG0009560,OG0008398,family with sequence similarity 98 member C,FAM98C
N0.HOG0009561,OG0008399,mitogen-activated protein kinase kinase kinase kinase 1,MAP4K1 
N0.HOG0009561,OG0008399,,MAP4K1 
N0.HOG0009561,OG0008399,mitogen-activated protein kinase kinase kinase kinase 1-like,MAP4K1 
N0.HOG0009562,OG0008400,rho GTPase-activating protein 7-like,STARD8
N0.HOG0009562,OG0008400,StAR related lipid transfer domain containing 8,STARD8
N0.HOG0009563,OG0008401,Yip1 domain family member 6,YIPF6
N0.HOG0009563,OG0008401,,YIPF6
N0.HOG0009564,OG0008402,ectodysplasin A2 receptor,EDA2R
N0.HOG0009564,OG0008402,,EDA2R
N0.HOG0009567,OG0008405,interleukin 18 receptor 1,IL18R1
N0.HOG0009568,OG0008406,interleukin-1 receptor-like 2,
N0.HOG0009568,OG0008406,interleukin-1 receptor type 1,
N0.HOG0009569,OG0008407,interleukin-1 receptor type 1-like,
N0.HOG0009569,OG0008407,interleukin-1 receptor type 1,
N0.HOG0009569,OG0008407,interleukin-1 receptor-like 2,
N0.HOG0009570,OG0008408,mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4
N0.HOG0009570,OG0008408,,MAP4K4
N0.HOG0009571,OG0008409,cellular repressor of E1A stimulated genes 2,CREG2 
N0.HOG0009571,OG0008409,protein CREG2-like,CREG2 
N0.HOG0009572,OG0008410,ring finger protein 149,RNF149
N0.HOG0009573,OG0008411,CCR4-NOT transcription complex subunit 11,CNOT11
N0.HOG0009573,OG0008411,,CNOT11
N0.HOG0009574,OG0008412,ribosomal protein L31,RPL31
N0.HOG0009574,OG0008412,,RPL31
N0.HOG0009575,OG0008413,neuronal PAS domain protein 2,NPAS2
N0.HOG0009575,OG0008413,,NPAS2
N0.HOG0009576,OG0008414,phosducin like 3,PDCL3
N0.HOG0009576,OG0008414,,PDCL3
N0.HOG0009577,OG0008415,histone H2A  sperm-like,H2AC6
N0.HOG0009577,OG0008415,,H2AC6
N0.HOG0009578,OG0008416,carbohydrate sulfotransferase 10,CHST10
N0.HOG0009578,OG0008416,,CHST10
N0.HOG0009579,OG0008417,LON peptidase N-terminal domain and ring finger 2,LONRF2
N0.HOG0009579,OG0008417,,LONRF2
N0.HOG0009580,OG0008418,base methyltransferase of 25S rRNA 2 homolog,BMT2
N0.HOG0009580,OG0008418,,BMT2
N0.HOG0009581,OG0008419,transmembrane protein 168,TMEM168
N0.HOG0009581,OG0008419,,TMEM168
N0.HOG0009582,OG0008420,testis-specific serine/threonine-protein kinase 5-like,TSSK5
N0.HOG0009582,OG0008420,,TSSK5
N0.HOG0009583,OG0008421,riboflavin transporter 2-like,SLC52A2
N0.HOG0009583,OG0008421,solute carrier family 52 member 2,SLC52A2
N0.HOG0009584,OG0008422,olfactory receptor 6F1-like,
N0.HOG0009585,OG0008422,olfactory receptor 6F1-like,
N0.HOG0009586,OG0008423,phosphatidylinositol glycan anchor biosynthesis class L,PIGL
N0.HOG0009587,OG0008424,histone H3 associated protein kinase,HASPIN
N0.HOG0009588,OG0008425,structural maintenance of chromosomes 6,SMC6 
N0.HOG0009588,OG0008425,structural maintenance of chromosomes protein 6,SMC6 
N0.HOG0009589,OG0008426,GEN1 Holliday junction 5' flap endonuclease,GEN1
N0.HOG0009589,OG0008426,GEN1  Holliday junction 5' flap endonuclease,GEN1
N0.HOG0009590,OG0008427,mesogenin 1,MSGN1 
N0.HOG0009590,OG0008427,,MSGN1 
N0.HOG0009590,OG0008427,mesogenin-1,MSGN1 
N0.HOG0009591,OG0008428,potassium voltage-gated channel modifier subfamily S member 3,KCNS3
N0.HOG0009591,OG0008428,,KCNS3
N0.HOG0009592,OG0008429,peroxisomal biogenesis factor 2,PEX2
N0.HOG0009592,OG0008429,,PEX2
N0.HOG0009593,OG0008430,COMM domain containing 9,COMMD9
N0.HOG0009594,OG0008431,proline rich 5 like,PRR5L
N0.HOG0009595,OG0008432,recombination activating 2,RAG2
N0.HOG0009595,OG0008432,,RAG2
N0.HOG0009596,OG0008433,espin like,ESPNL
N0.HOG0009597,OG0008434,erythroferrone,ERFE 
N0.HOG0009597,OG0008434,erythroferrone-like,ERFE 
N0.HOG0009598,OG0008435,ILK associated serine/threonine phosphatase,ILKAP
N0.HOG0009598,OG0008435,,ILKAP
N0.HOG0009599,OG0008436,alanine--glyoxylate and serine--pyruvate aminotransferase,AGXT
N0.HOG0009600,OG0008437,armadillo repeat containing 8,ARMC8
N0.HOG0009600,OG0008437,,ARMC8
N0.HOG0009601,OG0008438,protein phosphatase 2 regulatory subunit B''alpha,PPP2R3A
N0.HOG0009601,OG0008438,,PPP2R3A
N0.HOG0009602,OG0008439,MSL complex subunit 2,MSL2
N0.HOG0009602,OG0008439,,MSL2
N0.HOG0009603,OG0008440,propionyl-CoA carboxylase subunit beta,PCCB
N0.HOG0009603,OG0008440,,PCCB
N0.HOG0009604,OG0008441,VPS8 subunit of CORVET complex,VPS8
N0.HOG0009604,OG0008441,,VPS8
N0.HOG0009604,OG0008441,VPS8  CORVET complex subunit,VPS8
N0.HOG0009605,OG0008442,chromosome unknown C3orf70 homolog,CUNH3ORF70 C3ORF70 C10H3ORF70
N0.HOG0009605,OG0008442,,CUNH3ORF70 C3ORF70 C10H3ORF70
N0.HOG0009605,OG0008442,chromosome 10 C3orf70 homolog,CUNH3ORF70 C3ORF70 C10H3ORF70
N0.HOG0009606,OG0008443,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase,EHHADH
N0.HOG0009607,OG0008444,transmembrane protein 41A,TMEM41A
N0.HOG0009608,OG0008445,SUMO specific peptidase 2,SENP2
N0.HOG0009608,OG0008445,,SENP2
N0.HOG0009609,OG0008446,insulin like growth factor 2 mRNA binding protein 2,IGF2BP2
N0.HOG0009609,OG0008446,,IGF2BP2
N0.HOG0009610,OG0008447,laminin subunit beta-2-like,LAMB2
N0.HOG0009610,OG0008447,laminin subunit beta 2,LAMB2
N0.HOG0009611,OG0008448,ankyrin repeat and fibronectin type III domain containing 1,ANKFN1
N0.HOG0009611,OG0008448,,ANKFN1
N0.HOG0009612,OG0008449,noggin,NOG
N0.HOG0009612,OG0008449,,NOG
N0.HOG0009613,OG0008450,diacylglycerol kinase epsilon,DGKE
N0.HOG0009614,OG0008451,tripartite motif containing 25,TRIM25 
N0.HOG0009614,OG0008451,E3 ubiquitin/ISG15 ligase TRIM25-like,TRIM25 
N0.HOG0009615,OG0008452,coilin,COIL
N0.HOG0009616,OG0008453,serine carboxypeptidase 1,SCPEP1
N0.HOG0009616,OG0008453,,SCPEP1
N0.HOG0009617,OG0008454,coordinator of PRMT5 and differentiation stimulator,COPRS
N0.HOG0009618,OG0008455,UTP6 small subunit processome component,UTP6
N0.HOG0009618,OG0008455,,UTP6
N0.HOG0009618,OG0008455,UTP6  small subunit processome component,UTP6
N0.HOG0009619,OG0008456,SUZ12 polycomb repressive complex 2 subunit,SUZ12
N0.HOG0009619,OG0008456,,SUZ12
N0.HOG0009619,OG0008456,SUZ12  polycomb repressive complex 2 subunit,SUZ12
N0.HOG0009620,OG0008457,cytokine receptor like factor 3,CRLF3
N0.HOG0009620,OG0008457,,CRLF3
N0.HOG0009621,OG0008458,ATPase family AAA domain containing 5,ATAD5 
N0.HOG0009621,OG0008458,ATPase family  AAA domain containing 5,ATAD5 
N0.HOG0009621,OG0008458,ATPase family AAA domain-containing protein 5,ATAD5 
N0.HOG0009622,OG0008459,transcription elongation factor  mitochondrial,TEFM
N0.HOG0009623,OG0008460,ring finger protein 135,RNF135 
N0.HOG0009623,OG0008460,E3 ubiquitin-protein ligase RNF135-like,RNF135 
N0.HOG0009624,OG0008461,ras homolog family member T1,RHOT1
N0.HOG0009624,OG0008461,,RHOT1
N0.HOG0009625,OG0008462,glycerophosphodiester phosphodiesterase domain containing 1,GDPD1
N0.HOG0009625,OG0008462,,GDPD1
N0.HOG0009626,OG0008463,proline rich 11,PRR11 
N0.HOG0009626,OG0008463,proline-rich protein 11,PRR11 
N0.HOG0009626,OG0008463,proline-rich protein 11-like,PRR11 
N0.HOG0009627,OG0008464,spindle and kinetochore associated complex subunit 2,SKA2 
N0.HOG0009627,OG0008464,,SKA2 
N0.HOG0009627,OG0008464,spindle and kinetochore-associated protein 2-like,SKA2 
N0.HOG0009628,OG0008465,supervillin,SVIL
N0.HOG0009629,OG0008466,dynactin subunit 6,DCTN6
N0.HOG0009629,OG0008466,,DCTN6
N0.HOG0009630,OG0008467,PEAK1 related  kinase-activating pseudokinase 1,PRAG1 
N0.HOG0009630,OG0008467,,PRAG1 
N0.HOG0009630,OG0008467,tyrosine-protein kinase PRAG1-like,PRAG1 
N0.HOG0009631,OG0008468,malignant fibrous histiocytoma amplified sequence 1,MFHAS1
N0.HOG0009631,OG0008468,,MFHAS1
N0.HOG0009632,OG0008469,exoribonuclease 1,ERI1
N0.HOG0009632,OG0008469,,ERI1
N0.HOG0009633,OG0008470,protein phosphatase 1 regulatory subunit 3B,PPP1R3B
N0.HOG0009633,OG0008470,,PPP1R3B
N0.HOG0009634,OG0008471,tankyrase,TNKS
N0.HOG0009634,OG0008471,,TNKS
N0.HOG0009635,OG0008472,dual specificity phosphatase 4,DUSP4
N0.HOG0009635,OG0008472,,DUSP4
N0.HOG0009636,OG0008473,leucine rich repeat containing 14B,LRRC14B 
N0.HOG0009636,OG0008473,leucine-rich repeat-containing protein 14B,LRRC14B 
N0.HOG0009637,OG0008474,HOP homeobox,HOPX
N0.HOG0009638,OG0008475,theg spermatid protein like,THEGL
N0.HOG0009639,OG0008476,ADP ribosylation factor like GTPase 9,ARL9
N0.HOG0009639,OG0008476,,ARL9
N0.HOG0009640,OG0008477,signal recognition particle 72,SRP72
N0.HOG0009640,OG0008477,,SRP72
N0.HOG0009641,OG0008478,leptin receptor overlapping transcript like 1,LEPROTL1
N0.HOG0009641,OG0008478,,LEPROTL1
N0.HOG0009642,OG0008479,store-operated calcium entry associated regulatory factor,SARAF
N0.HOG0009643,OG0008480,nitric oxide associated 1,NOA1
N0.HOG0009644,OG0008481,C-type lectin domain family 5 member A-like,
N0.HOG0009644,OG0008481,C-type lectin domain family 5 member A,
N0.HOG0009645,OG0008482,putative DBH-like monooxygenase protein 2,MOXD2
N0.HOG0009645,OG0008482,,MOXD2
N0.HOG0009645,OG0008482,DBH-like monooxygenase protein 2,MOXD2
N0.HOG0009646,OG0008483,phosphatase and actin regulator 3-like,PHACTR3
N0.HOG0009646,OG0008483,,PHACTR3
N0.HOG0009646,OG0008483,phosphatase and actin regulator 3,PHACTR3
N0.HOG0009647,OG0008484,growth hormone regulated TBC protein 1,GRTP1
N0.HOG0009648,OG0008485,lysosomal associated membrane protein 1,LAMP1
N0.HOG0009649,OG0008486,PCI domain containing 2,PCID2
N0.HOG0009649,OG0008486,,PCID2
N0.HOG0009650,OG0008487,protein Z  vitamin K dependent plasma glycoprotein,PROZ
N0.HOG0009651,OG0008488,tubulin gamma complex associated protein 3,TUBGCP3
N0.HOG0009651,OG0008488,,TUBGCP3
N0.HOG0009652,OG0008489,deoxyhypusine synthase,DHPS 
N0.HOG0009652,OG0008489,,DHPS 
N0.HOG0009653,OG0008490,acid sensing ion channel subunit 1,ASIC1
N0.HOG0009653,OG0008490,,ASIC1
N0.HOG0009654,OG0008491,SWI/SNF related  matrix associated  actin dependent regulator of chromatin  subfamily d  member 1,SMARCD1
N0.HOG0009654,OG0008491,,SMARCD1
N0.HOG0009655,OG0008492,glycerol-3-phosphate dehydrogenase 1,GPD1
N0.HOG0009655,OG0008492,,GPD1
N0.HOG0009656,OG0008493,LIM domain and actin binding 1,LIMA1
N0.HOG0009657,OG0008494,membrane primary amine oxidase-like,AOC3
N0.HOG0009657,OG0008494,,AOC3
N0.HOG0009658,OG0008495,beclin 1,BECN1
N0.HOG0009658,OG0008495,,BECN1
N0.HOG0009659,OG0008496,cyclin N-terminal domain containing 1,CNTD1
N0.HOG0009660,OG0008497,WNK lysine deficient protein kinase 4,WNK4
N0.HOG0009660,OG0008497,,WNK4
N0.HOG0009661,OG0008498,vacuolar protein sorting 25 homolog,VPS25
N0.HOG0009661,OG0008498,,VPS25
N0.HOG0009662,OG0008499,receptor activity modifying protein 2,RAMP2
N0.HOG0009663,OG0008500,enhancer of zeste 1 polycomb repressive complex 2 subunit,EZH1
N0.HOG0009663,OG0008500,,EZH1
N0.HOG0009664,OG0008501,contactin associated protein 1,CNTNAP1
N0.HOG0009664,OG0008501,,CNTNAP1
N0.HOG0009665,OG0008502,C-C motif chemokine receptor 10,CCR10
N0.HOG0009666,OG0008503,DEAD-box helicase 10,DDX10 
N0.HOG0009666,OG0008503,probable ATP-dependent RNA helicase DDX10,DDX10 
N0.HOG0009666,OG0008503,,DDX10 
N0.HOG0009667,OG0008504,lysosomal alpha-glucosidase-like,
N0.HOG0009668,OG0008505,zinc finger protein 804A,ZNF804A
N0.HOG0009669,OG0008506,ephrin B2,EFNB2 
N0.HOG0009669,OG0008506,,EFNB2 
N0.HOG0009669,OG0008506,ephrin-B2-like,EFNB2 
N0.HOG0009670,OG0008507,arginine and glutamate rich 1,ARGLU1
N0.HOG0009670,OG0008507,,ARGLU1
N0.HOG0009670,OG0008507,arginine and glutamate-rich protein 1-like,ARGLU1
N0.HOG0009671,OG0008508,NAD(P)HX dehydratase,NAXD
N0.HOG0009672,OG0008509,cysteinyl-tRNA synthetase 2  mitochondrial,CARS2
N0.HOG0009672,OG0008509,,CARS2
N0.HOG0009673,OG0008510,ankyrin repeat domain 10,ANKRD10
N0.HOG0009673,OG0008510,,ANKRD10
N0.HOG0009674,OG0008511,Rho guanine nucleotide exchange factor 7,ARHGEF7
N0.HOG0009674,OG0008511,,ARHGEF7
N0.HOG0009675,OG0008512,neuron navigator 3,NAV3
N0.HOG0009675,OG0008512,,NAV3
N0.HOG0009676,OG0008513,E2F transcription factor 7,E2F7
N0.HOG0009676,OG0008513,,E2F7
N0.HOG0009677,OG0008514,zinc finger DHHC-type palmitoyltransferase 17,ZDHHC17
N0.HOG0009677,OG0008514,,ZDHHC17
N0.HOG0009677,OG0008514,zinc finger DHHC-type containing 17,ZDHHC17
N0.HOG0009678,OG0008515,oxysterol binding protein like 8,OSBPL8
N0.HOG0009678,OG0008515,,OSBPL8
N0.HOG0009679,OG0008516,pleckstrin homology like domain family A member 1,PHLDA1 
N0.HOG0009679,OG0008516,,PHLDA1 
N0.HOG0009679,OG0008516,pleckstrin homology-like domain family A member 1,PHLDA1 
N0.HOG0009680,OG0008517,taxilin beta,TXLNB
N0.HOG0009681,OG0008518,ABRA C-terminal like,ABRACL
N0.HOG0009682,OG0008519,coiled-coil domain containing 28A,CCDC28A
N0.HOG0009683,OG0008520,NHS like 1,NHSL1
N0.HOG0009684,OG0008521,heme binding protein 2,HEBP2
N0.HOG0009685,OG0008522,p53 apoptosis effector related to PMP22,
N0.HOG0009685,OG0008522,p53 apoptosis effector related to PMP-22-like,
N0.HOG0009685,OG0008522,p53 apoptosis effector related to PMP-22,
N0.HOG0009686,OG0008523,p53 apoptosis effector related to PMP-22-like,
N0.HOG0009686,OG0008523,p53 apoptosis effector related to PMP-22,
N0.HOG0009687,OG0008524,TNF alpha induced protein 3,TNFAIP3
N0.HOG0009687,OG0008524,,TNFAIP3
N0.HOG0009688,OG0008525,oligodendrocyte transcription factor 3,OLIG3 
N0.HOG0009688,OG0008525,,OLIG3 
N0.HOG0009688,OG0008525,oligodendrocyte transcription factor 3-like,OLIG3 
N0.HOG0009689,OG0008526,interferon gamma receptor 1,IFNGR1
N0.HOG0009690,OG0008527,solute carrier family 35 member D3,SLC35D3
N0.HOG0009691,OG0008528,peroxisomal biogenesis factor 7,PEX7
N0.HOG0009691,OG0008528,,PEX7
N0.HOG0009692,OG0008529,mitogen-activated protein kinase kinase kinase 5,MAP3K5
N0.HOG0009692,OG0008529,,MAP3K5
N0.HOG0009693,OG0008530,vacuolar protein 8-like,
N0.HOG0009694,OG0008531,Abelson helper integration site 1,AHI1
N0.HOG0009694,OG0008531,,AHI1
N0.HOG0009695,OG0008532,MYB proto-oncogene  transcription factor,MYB
N0.HOG0009695,OG0008532,,MYB
N0.HOG0009696,OG0008533,HBS1 like translational GTPase,HBS1L
N0.HOG0009696,OG0008533,,HBS1L
N0.HOG0009697,OG0008534,aldehyde dehydrogenase 8 family member A1,ALDH8A1
N0.HOG0009697,OG0008534,,ALDH8A1
N0.HOG0009698,OG0008535,serum/glucocorticoid regulated kinase 1,SGK1
N0.HOG0009698,OG0008535,,SGK1
N0.HOG0009698,OG0008535,serine/threonine-protein kinase Sgk1,SGK1
N0.HOG0009699,OG0008536,solute carrier family 2 member 12,SLC2A12
N0.HOG0009700,OG0008537,TATA-box binding protein like 1,TBPL1
N0.HOG0009700,OG0008537,,TBPL1
N0.HOG0009701,OG0008538,EYA transcriptional coactivator and phosphatase 4,EYA4
N0.HOG0009701,OG0008538,,EYA4
N0.HOG0009702,OG0008539,trace amine associated receptor 1,TAAR1 
N0.HOG0009702,OG0008539,,TAAR1 
N0.HOG0009702,OG0008539,trace amine-associated receptor 1,TAAR1 
N0.HOG0009703,OG0008540,trace amine-associated receptor 5-like,TAAR5
N0.HOG0009703,OG0008540,,TAAR5
N0.HOG0009703,OG0008540,trace amine associated receptor 5,TAAR5
N0.HOG0009704,OG0008541,syntaxin 7,STX7
N0.HOG0009704,OG0008541,,STX7
N0.HOG0009705,OG0008542,monooxygenase DBH like 1,MOXD1
N0.HOG0009705,OG0008542,,MOXD1
N0.HOG0009706,OG0008543,cellular communication network factor 2,CCN2 CTGF
N0.HOG0009706,OG0008543,,CCN2 CTGF
N0.HOG0009706,OG0008543,connective tissue growth factor,CCN2 CTGF
N0.HOG0009707,OG0008544,ectonucleotide pyrophosphatase/phosphodiesterase 1,ENPP1 
N0.HOG0009707,OG0008544,,ENPP1 
N0.HOG0009707,OG0008544,ectonucleotide pyrophosphatase/phosphodiesterase family member 1-like,ENPP1 
N0.HOG0009707,OG0008544,ectonucleotide pyrophosphatase/phosphodiesterase family member 1,ENPP1 
N0.HOG0009708,OG0008545,ectonucleotide pyrophosphatase/phosphodiesterase 3,ENPP3
N0.HOG0009708,OG0008545,,ENPP3
N0.HOG0009709,OG0008546,mediator complex subunit 23,MED23
N0.HOG0009709,OG0008546,,MED23
N0.HOG0009710,OG0008547,erythrocyte membrane protein band 4.1 like 2,EPB41L2
N0.HOG0009711,OG0008548,transmembrane protein 200A,TMEM200A
N0.HOG0009712,OG0008549,L3MBTL histone methyl-lysine binding protein 3,L3MBTL3 
N0.HOG0009712,OG0008549,,L3MBTL3 
N0.HOG0009712,OG0008549,L3MBTL3  histone methyl-lysine binding protein,L3MBTL3 
N0.HOG0009712,OG0008549,lethal(3)malignant brain tumor-like protein 3,L3MBTL3 
N0.HOG0009713,OG0008550,Rho GTPase activating protein 18,ARHGAP18
N0.HOG0009713,OG0008550,,ARHGAP18
N0.HOG0009714,OG0008551,chromosome unknown C6orf58 homolog,CUNH6ORF58 C4H6ORF58
N0.HOG0009714,OG0008551,chromosome 4 C6orf58 homolog,CUNH6ORF58 C4H6ORF58
N0.HOG0009715,OG0008552,SOGA family member 3,SOGA3
N0.HOG0009715,OG0008552,,SOGA3
N0.HOG0009716,OG0008553,KIAA0408 ortholog,KIAA0408
N0.HOG0009717,OG0008554,ethylmalonyl-CoA decarboxylase 1,ECHDC1
N0.HOG0009717,OG0008554,,ECHDC1
N0.HOG0009718,OG0008555,R-spondin 3,RSPO3
N0.HOG0009718,OG0008555,,RSPO3
N0.HOG0009719,OG0008556,centromere protein W,CENPW
N0.HOG0009720,OG0008557,nuclear receptor coactivator 7,NCOA7
N0.HOG0009721,OG0008558,hes related family bHLH transcription factor with YRPW motif 2,HEY2
N0.HOG0009721,OG0008558,,HEY2
N0.HOG0009722,OG0008559,HD domain containing 2,HDDC2
N0.HOG0009722,OG0008559,,HDDC2
N0.HOG0009723,OG0008560,ring finger protein 217,RNF217
N0.HOG0009724,OG0008561,gamma-aminobutyric acid receptor subunit alpha-2-like,GABRA2 
N0.HOG0009724,OG0008561,,GABRA2 
N0.HOG0009724,OG0008561,gamma-aminobutyric acid receptor subunit alpha-2,GABRA2 
N0.HOG0009724,OG0008561,gamma-aminobutyric acid type A receptor subunit alpha2,GABRA2 
N0.HOG0009724,OG0008561,gamma-aminobutyric acid type A receptor alpha2 subunit,GABRA2 
N0.HOG0009725,OG0008562,solute carrier family 2  facilitated glucose transporter member 5-like,
N0.HOG0009726,OG0008563,leucine rich repeat and fibronectin type III domain containing 5,LRFN5
N0.HOG0009726,OG0008563,,LRFN5
N0.HOG0009727,OG0008564,E2F transcription factor 8,E2F8
N0.HOG0009728,OG0008565,zinc finger DHHC-type palmitoyltransferase 13,ZDHHC13
N0.HOG0009728,OG0008565,zinc finger DHHC-type containing 13,ZDHHC13
N0.HOG0009729,OG0008566,two pore segment channel 2,TPCN2 
N0.HOG0009729,OG0008566,,TPCN2 
N0.HOG0009729,OG0008566,two pore calcium channel protein 2,TPCN2 
N0.HOG0009730,OG0008567,cyclin D1,CCND1
N0.HOG0009730,OG0008567,,CCND1
N0.HOG0009731,OG0008568,LTO1 maturation factor of ABCE1,LTO1
N0.HOG0009731,OG0008568,LTO1  ABCE1 maturation factor,LTO1
N0.HOG0009732,OG0008569,fibroblast growth factor 19,FGF19
N0.HOG0009732,OG0008569,,FGF19
N0.HOG0009733,OG0008570,fibroblast growth factor 4,FGF4
N0.HOG0009733,OG0008570,,FGF4
N0.HOG0009734,OG0008571,fibroblast growth factor 3,FGF3
N0.HOG0009734,OG0008571,,FGF3
N0.HOG0009735,OG0008572,GTP binding elongation factor GUF1,GUF1 
N0.HOG0009735,OG0008572,,GUF1 
N0.HOG0009735,OG0008572,GUF1 homolog  GTPase,GUF1 
N0.HOG0009735,OG0008572,translation factor GUF1  mitochondrial-like,GUF1 
N0.HOG0009736,OG0008573,adducin 1,ADD1
N0.HOG0009736,OG0008573,,ADD1
N0.HOG0009737,OG0008574,Myb/SANT DNA binding domain containing 1,MSANTD1
N0.HOG0009738,OG0008575,docking protein 7,DOK7
N0.HOG0009738,OG0008575,,DOK7
N0.HOG0009739,OG0008576,anaphase promoting complex subunit 4,ANAPC4
N0.HOG0009739,OG0008576,,ANAPC4
N0.HOG0009740,OG0008577,phosphatidylinositol 4-kinase type 2 beta,PI4K2B
N0.HOG0009740,OG0008577,,PI4K2B
N0.HOG0009741,OG0008578,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,SEPSECS
N0.HOG0009741,OG0008578,,SEPSECS
N0.HOG0009742,OG0008579,coiled-coil domain containing 13,CCDC13
N0.HOG0009743,OG0008580,hedgehog acyltransferase like,HHATL
N0.HOG0009744,OG0008581,kelch like family member 40,KLHL40 
N0.HOG0009744,OG0008581,,KLHL40 
N0.HOG0009744,OG0008581,kelch-like protein 40,KLHL40 
N0.HOG0009745,OG0008582,zinc finger and BTB domain containing 47,ZBTB47
N0.HOG0009745,OG0008582,,ZBTB47
N0.HOG0009746,OG0008583,natural killer cell triggering receptor,NKTR
N0.HOG0009747,OG0008584,SEC22 homolog C  vesicle trafficking protein,SEC22C
N0.HOG0009747,OG0008584,,SEC22C
N0.HOG0009748,OG0008585,ADCYAP receptor type I,ADCYAP1R1 
N0.HOG0009748,OG0008585,,ADCYAP1R1 
N0.HOG0009748,OG0008585,pituitary adenylate cyclase-activating polypeptide type I receptor-like,ADCYAP1R1 
N0.HOG0009748,OG0008585,pituitary adenylate cyclase-activating polypeptide type I receptor,ADCYAP1R1 
N0.HOG0009749,OG0008586,growth hormone releasing hormone receptor,GHRHR 
N0.HOG0009749,OG0008586,growth hormone-releasing hormone receptor-like,GHRHR 
N0.HOG0009750,OG0008587,aquaporin 1 (Colton blood group),AQP1
N0.HOG0009750,OG0008587,,AQP1
N0.HOG0009751,OG0008588,potassium voltage-gated channel subfamily A member 4,KCNA4
N0.HOG0009751,OG0008588,,KCNA4
N0.HOG0009752,OG0008589,follicle stimulating hormone subunit beta,FSHB
N0.HOG0009753,OG0008590,ADP ribosylation factor like GTPase 14 effector protein,ARL14EP
N0.HOG0009754,OG0008591,metallophosphoesterase domain containing 2,MPPED2
N0.HOG0009754,OG0008591,,MPPED2
N0.HOG0009755,OG0008592,doublecortin domain containing 1,DCDC1 DCDC5 
N0.HOG0009755,OG0008592,,DCDC1 DCDC5 
N0.HOG0009755,OG0008592,doublecortin domain-containing protein 1,DCDC1 DCDC5 
N0.HOG0009755,OG0008592,doublecortin domain-containing protein 5,DCDC1 DCDC5 
N0.HOG0009756,OG0008593,DnaJ heat shock protein family (Hsp40) member C24,DNAJC24
N0.HOG0009756,OG0008593,,DNAJC24
N0.HOG0009757,OG0008594,inner mitochondrial membrane peptidase subunit 1,IMMP1L
N0.HOG0009757,OG0008594,,IMMP1L
N0.HOG0009758,OG0008595,paired box 6,PAX6
N0.HOG0009758,OG0008595,,PAX6
N0.HOG0009759,OG0008596,reticulocalbin 1,RCN1
N0.HOG0009759,OG0008596,,RCN1
N0.HOG0009759,OG0008596,reticulocalbin-1,RCN1
N0.HOG0009760,OG0008597,eukaryotic translation initiation factor 3 subunit M,EIF3M
N0.HOG0009760,OG0008597,,EIF3M
N0.HOG0009761,OG0008598,coiled-coil domain containing 73,CCDC73 
N0.HOG0009761,OG0008598,coiled-coil domain-containing protein 73-like,CCDC73 
N0.HOG0009762,OG0008599,proline rich and Gla domain 4,PRRG4
N0.HOG0009762,OG0008599,,PRRG4
N0.HOG0009763,OG0008600,glutamine and serine rich 1,QSER1
N0.HOG0009764,OG0008601,DEP domain containing 7,DEPDC7
N0.HOG0009764,OG0008601,,DEPDC7
N0.HOG0009765,OG0008602,t-complex 11 like 1,TCP11L1
N0.HOG0009766,OG0008603,cleavage stimulation factor subunit 3,CSTF3
N0.HOG0009766,OG0008603,,CSTF3
N0.HOG0009767,OG0008604,homeodomain interacting protein kinase 3,HIPK3
N0.HOG0009767,OG0008604,,HIPK3
N0.HOG0009768,OG0008605,KIAA1549 like,KIAA1549L
N0.HOG0009769,OG0008606,chromosome unknown C11orf91 homolog,CUNH11ORF91 C1H11ORF91
N0.HOG0009769,OG0008606,chromosome 1 C11orf91 homolog,CUNH11ORF91 C1H11ORF91
N0.HOG0009770,OG0008607,M-phase phosphoprotein 6,MPHOSPH6
N0.HOG0009771,OG0008608,hydroxysteroid 17-beta dehydrogenase 2,HSD17B2
N0.HOG0009772,OG0008609,short chain dehydrogenase/reductase family 42E  member 1,SDR42E1
N0.HOG0009773,OG0008610,solute carrier family 6 member 2,SLC6A2 
N0.HOG0009773,OG0008610,,SLC6A2 
N0.HOG0009773,OG0008610,sodium-dependent noradrenaline transporter-like,SLC6A2 
N0.HOG0009773,OG0008610,sodium-dependent noradrenaline transporter,SLC6A2 
N0.HOG0009774,OG0008611,FTO alpha-ketoglutarate dependent dioxygenase,FTO
N0.HOG0009774,OG0008611,FTO  alpha-ketoglutarate dependent dioxygenase,FTO
N0.HOG0009775,OG0008612,RPGRIP1 like,RPGRIP1L 
N0.HOG0009775,OG0008612,,RPGRIP1L 
N0.HOG0009775,OG0008612,protein fantom-like,RPGRIP1L 
