# BUSCO version is: 5.3.2 
# The lineage dataset is: tetrapoda_odb10 (Creation date: 2021-02-19, number of genomes: 38, number of BUSCOs: 5310)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
186688at32523	Complete	chr4	200324588	200363723	+	554.1	290	https://www.orthodb.org/v10?query=186688at32523	deoxyribose-phosphate aldolase
186718at32523	Complete	chr5	3773118	3781463	+	490.8	281	https://www.orthodb.org/v10?query=186718at32523	spondin-2
186760at32523	Complete	chr15	15572715	15575574	+	475.8	294	https://www.orthodb.org/v10?query=186760at32523	Mitochondrial E3 ubiquitin protein ligase 1
187173at32523	Complete	chrZ	128361686	128405944	+	581.1	446	https://www.orthodb.org/v10?query=187173at32523	transmembrane glycoprotein NMB
187227at32523	Complete	chr4	56897212	56899397	-	480.2	262	https://www.orthodb.org/v10?query=187227at32523	calcium homeostasis modulator protein 2
187335at32523	Complete	chr2	337621786	337628841	+	615.4	323	https://www.orthodb.org/v10?query=187335at32523	proteinase-activated receptor 2
187353at32523	Complete	chr2	198562476	198583354	+	501.5	314	https://www.orthodb.org/v10?query=187353at32523	protein Njmu-R1
187408at32523	Duplicated	chr2	346857310	346889919	-	690.8	583	https://www.orthodb.org/v10?query=187408at32523	Nibrin
187408at32523	Duplicated	chr3	32715404	32747980	+	691.7	583	https://www.orthodb.org/v10?query=187408at32523	Nibrin
187568at32523	Complete	chr6	54222285	54239955	+	457.2	277	https://www.orthodb.org/v10?query=187568at32523	Interferon regulatory factor
187585at32523	Complete	chrZ	146142564	146199992	-	547.8	271	https://www.orthodb.org/v10?query=187585at32523	homeobox protein Mohawk
187615at32523	Complete	chr7	41945310	41946455	-	410.4	283	https://www.orthodb.org/v10?query=187615at32523	C-X-C chemokine receptor type 5
187646at32523	Complete	chr5	97114425	97115660	-	563.4	348	https://www.orthodb.org/v10?query=187646at32523	Gap junction protein
187650at32523	Complete	chr3	62911213	62921143	-	437.9	271	https://www.orthodb.org/v10?query=187650at32523	Metallophosphoesterase 1
187736at32523	Complete	chr4	52938585	52946686	+	493.4	272	https://www.orthodb.org/v10?query=187736at32523	COX15, cytochrome c oxidase assembly homolog
187811at32523	Complete	chr5	31826660	31919065	-	485.1	291	https://www.orthodb.org/v10?query=187811at32523	ubiquitin-associated domain-containing protein 2
187814at32523	Complete	chr3	128743651	128750882	-	395.0	272	https://www.orthodb.org/v10?query=187814at32523	centromere protein L
187823at32523	Complete	chr1	342208477	342215196	-	439.0	286	https://www.orthodb.org/v10?query=187823at32523	programmed cell death protein 2
187973at32523	Complete	chr1	346322637	346333297	+	444.1	275	https://www.orthodb.org/v10?query=187973at32523	Galectin
187977at32523	Complete	chr5	96577286	96593986	-	399.2	240	https://www.orthodb.org/v10?query=187977at32523	POU domain protein
188029at32523	Complete	chr3	128292465	128303217	+	424.1	281	https://www.orthodb.org/v10?query=188029at32523	Hydroxysteroid 17-beta dehydrogenase 7
188076at32523	Complete	chr10	198555	204328	+	670.1	405	https://www.orthodb.org/v10?query=188076at32523	GPI mannosyltransferase 3
188112at32523	Complete	chr1	381422623	381441125	+	442.0	288	https://www.orthodb.org/v10?query=188112at32523	cytoplasmic dynein 2 light intermediate chain 1
188128at32523	Complete	chr1	273488154	273579139	+	515.4	676	https://www.orthodb.org/v10?query=188128at32523	muscular LMNA-interacting protein
188147at32523	Complete	scaffold_42	1130102	1140102	+	558.5	273	https://www.orthodb.org/v10?query=188147at32523	adiponectin receptor protein 1
188174at32523	Complete	chr5	121933236	122005909	+	554.0	300	https://www.orthodb.org/v10?query=188174at32523	calcium uptake protein 2, mitochondrial
188183at32523	Complete	chr1	34797518	34827526	+	352.1	287	https://www.orthodb.org/v10?query=188183at32523	Protein phosphatase 1 regulatory subunit 36
188202at32523	Complete	chr1	425917381	426017550	-	615.0	364	https://www.orthodb.org/v10?query=188202at32523	protein AATF
188379at32523	Complete	chr1	331105363	331109187	-	370.5	298	https://www.orthodb.org/v10?query=188379at32523	F-box only protein 5
188390at32523	Complete	chr4	152264737	152273065	+	793.3	424	https://www.orthodb.org/v10?query=188390at32523	Cbl proto-oncogene like 1
188549at32523	Complete	chr1	188939934	189044454	+	410.8	253	https://www.orthodb.org/v10?query=188549at32523	Methionine aminopeptidase
188561at32523	Duplicated	chr5	122018584	122086203	+	435.4	287	https://www.orthodb.org/v10?query=188561at32523	Palmitoyltransferase
188561at32523	Duplicated	chr8	4890041	4921409	+	501.8	290	https://www.orthodb.org/v10?query=188561at32523	Palmitoyltransferase
188643at32523	Complete	chr2	280866712	280889647	-	591.7	308	https://www.orthodb.org/v10?query=188643at32523	Small nuclear RNA activating complex polypeptide 3
188683at32523	Complete	chr3	118474289	118485585	+	572.0	314	https://www.orthodb.org/v10?query=188683at32523	WD repeat-containing protein 55
188688at32523	Complete	chr1	227280451	227427122	+	511.6	282	https://www.orthodb.org/v10?query=188688at32523	SPT3 homolog, SAGA and STAGA complex component
188702at32523	Complete	chr3	91053226	91082595	-	670.5	356	https://www.orthodb.org/v10?query=188702at32523	Chromosome 5 open reading frame 22
188778at32523	Complete	chr3	154701621	154714077	-	591.6	312	https://www.orthodb.org/v10?query=188778at32523	RNA 3'-terminal phosphate cyclase
188947at32523	Missing
188951at32523	Complete	chr5	110657527	110706049	+	504.4	311	https://www.orthodb.org/v10?query=188951at32523	Queuine tRNA-ribosyltransferase accessory subunit 2
188969at32523	Complete	chr5	59231738	59323911	-	573.8	561	https://www.orthodb.org/v10?query=188969at32523	MAP7 domain-containing protein 2
188970at32523	Complete	chr4	18433961	18479688	+	1274.5	811	https://www.orthodb.org/v10?query=188970at32523	Polyhomeotic homolog 3
189075at32523	Complete	chr4	122906626	122961005	-	523.6	272	https://www.orthodb.org/v10?query=189075at32523	pre-mRNA-splicing factor 18
189115at32523	Complete	chr1	86025658	86032934	-	660.1	308	https://www.orthodb.org/v10?query=189115at32523	eukaryotic translation initiation factor 2 subunit 1
189139at32523	Complete	chr4	34866265	34867674	+	566.9	291	https://www.orthodb.org/v10?query=189139at32523	progestin and adipoQ receptor family member 9
189151at32523	Complete	chr1	61205288	61216338	-	568.1	283	https://www.orthodb.org/v10?query=189151at32523	translation initiation factor eIF-2B subunit beta
189181at32523	Complete	chr4	30173560	30177812	+	504.0	293	https://www.orthodb.org/v10?query=189181at32523	G-protein coupled receptor 87
189184at32523	Complete	chr2	212952769	212959332	+	536.6	299	https://www.orthodb.org/v10?query=189184at32523	Chromosome 12 open reading frame 10
189196at32523	Complete	chr5	96978415	96979527	+	600.6	318	https://www.orthodb.org/v10?query=189196at32523	5-hydroxytryptamine receptor 1F
189244at32523	Complete	chr6	35018360	35040088	-	561.5	319	https://www.orthodb.org/v10?query=189244at32523	endothelin-1 receptor
189246at32523	Complete	chr1	309696811	309709739	-	661.6	370	https://www.orthodb.org/v10?query=189246at32523	Zinc finger with UFM1 specific peptidase domain
189257at32523	Fragmented	chr2	220846885	220855552	+	380.3	192	https://www.orthodb.org/v10?query=189257at32523	SPRY domain-containing protein 3
189262at32523	Complete	chr11	28358169	28361527	-	466.5	298	https://www.orthodb.org/v10?query=189262at32523	dihydroorotate dehydrogenase (quinone), mitochondrial
189269at32523	Complete	chr1	48806992	48829122	-	282.1	410	https://www.orthodb.org/v10?query=189269at32523	chromogranin-A
189285at32523	Complete	chrZ	54222324	54258818	+	717.1	437	https://www.orthodb.org/v10?query=189285at32523	tetratricopeptide repeat protein 25
189290at32523	Complete	chr1	139190905	139210254	-	377.8	240	https://www.orthodb.org/v10?query=189290at32523	E3 ubiquitin-protein ligase ZFP91
189349at32523	Complete	chr12	7733426	7740885	-	392.3	254	https://www.orthodb.org/v10?query=189349at32523	carbohydrate deacetylase
189423at32523	Complete	chr3	4131816	4132844	+	455.3	259	https://www.orthodb.org/v10?query=189423at32523	G-protein coupled receptor 20
189424at32523	Complete	chr5	40481969	40522320	-	569.1	322	https://www.orthodb.org/v10?query=189424at32523	Mitochondrial ribosomal protein S9
189458at32523	Complete	chr5	57064567	57148625	+	628.9	316	https://www.orthodb.org/v10?query=189458at32523	gastrin-releasing peptide receptor
189464at32523	Complete	chr5	98724499	98744221	+	496.9	317	https://www.orthodb.org/v10?query=189464at32523	Maelstrom spermatogenic transposon silencer
189470at32523	Complete	chr5	16291908	16469183	-	636.6	317	https://www.orthodb.org/v10?query=189470at32523	Kruppel like factor 12
189488at32523	Complete	chr3	104184246	104199677	+	412.9	259	https://www.orthodb.org/v10?query=189488at32523	ubiquitin thioesterase otulin
189500at32523	Complete	chr1	232477768	232516913	+	895.1	737	https://www.orthodb.org/v10?query=189500at32523	Aftiphilin
189558at32523	Complete	chr13	11943365	11973889	+	450.5	260	https://www.orthodb.org/v10?query=189558at32523	Calcineurin like phosphoesterase domain containing 1
189742at32523	Complete	chr2	211683658	211701516	-	364.4	260	https://www.orthodb.org/v10?query=189742at32523	LETM1 domain-containing protein 1
189789at32523	Complete	chr11	28060126	28062491	-	580.1	348	https://www.orthodb.org/v10?query=189789at32523	RNA-binding protein NOB1
189799at32523	Complete	chr2	305444035	305445414	-	591.6	360	https://www.orthodb.org/v10?query=189799at32523	nuclear factor interleukin-3-regulated protein
190007at32523	Complete	chr4	188367519	188380021	-	551.3	266	https://www.orthodb.org/v10?query=190007at32523	Thymine DNA glycosylase
190009at32523	Complete	chr11	27278387	27284919	-	618.0	358	https://www.orthodb.org/v10?query=190009at32523	diphosphomevalonate decarboxylase
190036at32523	Complete	chr3	255182726	255193620	-	421.2	258	https://www.orthodb.org/v10?query=190036at32523	transcription factor-like 5 protein
190153at32523	Missing
190273at32523	Complete	chr2	252680788	252721657	-	649.3	340	https://www.orthodb.org/v10?query=190273at32523	tropomodulin-1
190361at32523	Complete	chr2	119728262	119793902	+	347.6	319	https://www.orthodb.org/v10?query=190361at32523	E3 ubiquitin-protein ligase TRAIP
190386at32523	Complete	chr12	1280343	1289309	-	528.8	427	https://www.orthodb.org/v10?query=190386at32523	tectonic-1
190391at32523	Complete	chr12	328812	332366	+	443.6	362	https://www.orthodb.org/v10?query=190391at32523	HPS4, biogenesis of lysosomal organelles complex 3 subunit 2
190529at32523	Complete	chr14	4657250	4660893	+	347.4	212	https://www.orthodb.org/v10?query=190529at32523	protein FAM166A
190582at32523	Complete	chr1	290349868	290360357	+	549.6	290	https://www.orthodb.org/v10?query=190582at32523	Solute carrier family 35 member A1
190696at32523	Complete	chr6	38171062	38183627	-	601.2	312	https://www.orthodb.org/v10?query=190696at32523	nocturnin
190849at32523	Complete	chrZ	131485946	131583001	-	543.6	266	https://www.orthodb.org/v10?query=190849at32523	3-hydroxyisobutyrate dehydrogenase
190874at32523	Complete	chr1	413126195	413140526	+	548.2	288	https://www.orthodb.org/v10?query=190874at32523	Malate dehydrogenase
190935at32523	Complete	scaffold_166	262558	277566	-	440.2	325	https://www.orthodb.org/v10?query=190935at32523	peroxisomal sarcosine oxidase
190977at32523	Complete	chr1	215885099	215909654	-	570.3	392	https://www.orthodb.org/v10?query=190977at32523	putative malate dehydrogenase 1B
191037at32523	Complete	chr10	16981334	17001278	+	595.8	260	https://www.orthodb.org/v10?query=191037at32523	ankyrin repeat and SOCS box protein 7
191124at32523	Complete	chr1	136830893	136855166	-	434.8	337	https://www.orthodb.org/v10?query=191124at32523	Protein phosphatase 1 regulatory subunit 32
191205at32523	Complete	chr2	370116538	370144701	-	423.3	271	https://www.orthodb.org/v10?query=191205at32523	RING finger protein 165
191227at32523	Complete	chr3	165638260	165651263	+	628.1	296	https://www.orthodb.org/v10?query=191227at32523	lysophosphatidic acid receptor 3
191322at32523	Missing
191359at32523	Missing
191397at32523	Complete	chr10	14447891	14470392	+	492.7	256	https://www.orthodb.org/v10?query=191397at32523	maspardin
191407at32523	Complete	chr1	151374551	151375492	+	323.3	262	https://www.orthodb.org/v10?query=191407at32523	transmembrane protein 177
191457at32523	Missing
191525at32523	Complete	chr2	252179771	252189145	+	450.0	276	https://www.orthodb.org/v10?query=191525at32523	aprataxin isoform X1
191613at32523	Complete	chr2	86449871	86550202	-	429.9	231	https://www.orthodb.org/v10?query=191613at32523	sulfatase-modifying factor 1
191700at32523	Complete	chr1	429816607	429896538	-	582.9	346	https://www.orthodb.org/v10?query=191700at32523	nucleoredoxin
191758at32523	Complete	chr4	71288729	71290560	-	697.1	403	https://www.orthodb.org/v10?query=191758at32523	IKAROS family zinc finger 5
191790at32523	Complete	chr1	28601580	28614485	+	481.3	284	https://www.orthodb.org/v10?query=191790at32523	cell growth regulator with RING finger domain protein 1
191792at32523	Complete	chr3	42319800	42330074	+	569.7	275	https://www.orthodb.org/v10?query=191792at32523	COP9 signalosome complex subunit 5
191805at32523	Complete	chr10	9335457	9373568	-	581.5	319	https://www.orthodb.org/v10?query=191805at32523	homer protein homolog 2
191823at32523	Complete	chr6	50868171	50902338	-	501.4	272	https://www.orthodb.org/v10?query=191823at32523	fibrinogen-like protein 1
191941at32523	Complete	chr5	131296358	131309521	-	352.6	335	https://www.orthodb.org/v10?query=191941at32523	endonuclease domain-containing 1 protein
191969at32523	Complete	chr2	196169947	196210466	-	718.1	562	https://www.orthodb.org/v10?query=191969at32523	Centrosomal protein 95
192125at32523	Complete	chrZ	109682044	109705451	+	583.5	318	https://www.orthodb.org/v10?query=192125at32523	phosphotriesterase-related protein
192137at32523	Complete	chr5	119832599	119839708	-	428.2	272	https://www.orthodb.org/v10?query=192137at32523	transcription factor IIIA
192192at32523	Missing
192203at32523	Complete	chr14	1707170	1713085	+	424.9	295	https://www.orthodb.org/v10?query=192203at32523	diphthamide biosynthesis protein 7
192208at32523	Missing
192428at32523	Complete	chr5	80916157	80940725	+	457.4	296	https://www.orthodb.org/v10?query=192428at32523	Crystallin zeta like 1
192529at32523	Complete	chr2	199815108	199833221	-	562.3	345	https://www.orthodb.org/v10?query=192529at32523	Carboxypeptidase
192537at32523	Complete	chr1	342528114	342533777	+	363.2	334	https://www.orthodb.org/v10?query=192537at32523	angiotensinogen
192545at32523	Complete	chr1	243515159	243525129	+	698.6	384	https://www.orthodb.org/v10?query=192545at32523	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
192560at32523	Complete	chr1	41133168	41142355	-	439.0	429	https://www.orthodb.org/v10?query=192560at32523	zinc finger protein 839
192580at32523	Complete	chr4	115654838	115664037	+	540.8	262	https://www.orthodb.org/v10?query=192580at32523	cyclin-dependent kinase 1
192653at32523	Complete	chr5	2771090	2785010	+	322.5	225	https://www.orthodb.org/v10?query=192653at32523	mitochondrial ribosome-associated GTPase 1
192769at32523	Complete	chr4	2142122	2143312	+	573.4	323	https://www.orthodb.org/v10?query=192769at32523	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
192803at32523	Complete	chr2	247921850	247931060	-	301.6	348	https://www.orthodb.org/v10?query=192803at32523	lymphocyte activation gene 3 protein
192923at32523	Complete	chr10	1804604	1810214	+	481.9	297	https://www.orthodb.org/v10?query=192923at32523	adenosine deaminase-like protein
192944at32523	Complete	chr6	8284305	8351734	-	488.1	273	https://www.orthodb.org/v10?query=192944at32523	Sideroflexin
193016at32523	Complete	chr15	10780836	10785746	+	450.5	281	https://www.orthodb.org/v10?query=193016at32523	Angiopoietin like 7
193041at32523	Complete	chr3	70263087	70282282	-	575.8	319	https://www.orthodb.org/v10?query=193041at32523	protein FAM69C
193058at32523	Complete	chr1	401864751	401909542	+	307.3	269	https://www.orthodb.org/v10?query=193058at32523	PIN2/TERF1-interacting telomerase inhibitor 1
193064at32523	Complete	chr4	93112822	93133190	-	457.2	284	https://www.orthodb.org/v10?query=193064at32523	Nudix hydrolase 13
193093at32523	Complete	chr6	106855002	106861498	+	522.9	325	https://www.orthodb.org/v10?query=193093at32523	pleckstrin homology domain-containing family O member 1
193107at32523	Complete	chr9	14870014	14900441	+	456.7	281	https://www.orthodb.org/v10?query=193107at32523	transcription elongation factor A3 
193243at32523	Complete	chr1	326936532	326991929	-	429.2	205	https://www.orthodb.org/v10?query=193243at32523	laforin
193254at32523	Complete	chr6	78361629	78369644	+	497.1	260	https://www.orthodb.org/v10?query=193254at32523	beta-sarcoglycan
193295at32523	Complete	chr1	90028099	90030824	-	523.3	299	https://www.orthodb.org/v10?query=193295at32523	Solute carrier family 35 member C1
193297at32523	Complete	chr4	212885427	212894049	+	409.4	252	https://www.orthodb.org/v10?query=193297at32523	Centrosomal protein 41
193365at32523	Complete	chr7	38112573	38116833	-	395.6	251	https://www.orthodb.org/v10?query=193365at32523	Sterol-C5-desaturase
193457at32523	Complete	chr4	30436862	30463958	+	374.3	320	https://www.orthodb.org/v10?query=193457at32523	glutamate-rich protein 6
193519at32523	Complete	chr4	78136914	78157800	+	455.8	270	https://www.orthodb.org/v10?query=193519at32523	glutaredoxin-3
193528at32523	Complete	chr3	265306132	265313981	+	315.8	206	https://www.orthodb.org/v10?query=193528at32523	deoxynucleotidyltransferase terminal-interacting protein 1
193560at32523	Complete	chr1	332422760	332450805	-	502.7	291	https://www.orthodb.org/v10?query=193560at32523	rRNA adenine N(6)-methyltransferase
193572at32523	Missing
193611at32523	Complete	chr7	28639218	28644892	-	353.7	235	https://www.orthodb.org/v10?query=193611at32523	RNA pseudouridylate synthase domain-containing protein 4
193623at32523	Complete	chr3	154831928	154842730	-	499.9	284	https://www.orthodb.org/v10?query=193623at32523	Solute carrier family 35 member A3
193635at32523	Complete	chr2	358658743	358669863	+	565.4	325	https://www.orthodb.org/v10?query=193635at32523	alpha-methylacyl-CoA racemase
193659at32523	Complete	chr1	124153838	124256329	-	517.1	346	https://www.orthodb.org/v10?query=193659at32523	secretion-regulating guanine nucleotide exchange factor
193695at32523	Complete	chr3	43277280	43416038	+	601.0	418	https://www.orthodb.org/v10?query=193695at32523	Cytochrome P450 family 7 subfamily B member 1
193851at32523	Complete	chr14	3826871	3833464	-	299.7	224	https://www.orthodb.org/v10?query=193851at32523	Phytanoyl-CoA dioxygenase domain-containing protein 1
193873at32523	Complete	chr2	338884217	338933981	-	556.2	295	https://www.orthodb.org/v10?query=193873at32523	homer protein homolog 1
193924at32523	Complete	chrZ	68173065	68186072	-	571.3	289	https://www.orthodb.org/v10?query=193924at32523	ubiquitin-like modifier-activating enzyme 5
193988at32523	Complete	chr2	130042675	130053223	+	507.3	250	https://www.orthodb.org/v10?query=193988at32523	SPARC
194006at32523	Complete	chr12	2224646	2228343	+	415.4	254	https://www.orthodb.org/v10?query=194006at32523	General transcription factor IIH subunit 3
194066at32523	Complete	chr6	59667920	59677487	+	598.8	275	https://www.orthodb.org/v10?query=194066at32523	F-box only protein 8
194200at32523	Complete	chr1	242173895	242221567	+	490.3	276	https://www.orthodb.org/v10?query=194200at32523	hydroxyacid oxidase 1
194240at32523	Complete	chr1	125471199	125574518	-	351.0	339	https://www.orthodb.org/v10?query=194240at32523	solute carrier family 22 member 18
194421at32523	Complete	chr2	116000551	116053022	-	304.7	225	https://www.orthodb.org/v10?query=194421at32523	hemK methyltransferase family member 1
194439at32523	Complete	chr4	63865571	63906749	+	682.6	436	https://www.orthodb.org/v10?query=194439at32523	hyaluronan-binding protein 2
194447at32523	Missing
194455at32523	Complete	chr3	142260686	142271063	-	467.6	247	https://www.orthodb.org/v10?query=194455at32523	Ubiquitin carboxyl-terminal hydrolase
194486at32523	Complete	chr6	61735809	61742296	+	534.1	314	https://www.orthodb.org/v10?query=194486at32523	microfibrillar-associated protein 3-like
194583at32523	Complete	chr3	72226580	72351263	-	239.2	202	https://www.orthodb.org/v10?query=194583at32523	Myelin basic protein
194637at32523	Complete	chr3	162676817	162698275	+	677.7	296	https://www.orthodb.org/v10?query=194637at32523	transcription initiation factor IIB
194734at32523	Complete	chr1	64354561	64380288	+	339.2	236	https://www.orthodb.org/v10?query=194734at32523	MAP3K12-binding inhibitory protein 1
194878at32523	Complete	chr2	112106975	112120501	-	511.6	417	https://www.orthodb.org/v10?query=194878at32523	guanine nucleotide-binding protein-like 3
194893at32523	Complete	chr4	187415686	187420307	+	542.7	425	https://www.orthodb.org/v10?query=194893at32523	cytoskeleton-associated protein 4
194949at32523	Complete	chr12	1985211	1989083	+	435.0	281	https://www.orthodb.org/v10?query=194949at32523	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2
194996at32523	Complete	chr1	144926627	144936924	-	466.9	239	https://www.orthodb.org/v10?query=194996at32523	CCR4-NOT transcription complex subunit 9
195101at32523	Missing
195205at32523	Complete	chr6	9515576	9568154	+	455.6	357	https://www.orthodb.org/v10?query=195205at32523	vitamin D-binding protein
195209at32523	Complete	chr3	240661370	240662683	+	640.3	364	https://www.orthodb.org/v10?query=195209at32523	adenylyltransferase and sulfurtransferase MOCS3
195214at32523	Complete	chr1	162869080	162889179	+	637.8	403	https://www.orthodb.org/v10?query=195214at32523	UBX domain-containing protein 4
195215at32523	Complete	chr14	1575875	1587722	-	613.6	404	https://www.orthodb.org/v10?query=195215at32523	solute carrier family 2, facilitated glucose transporter member 6
195495at32523	Complete	chr1	145524695	145551681	-	481.7	237	https://www.orthodb.org/v10?query=195495at32523	actin-related protein 2/3 complex subunit 2
195522at32523	Complete	chr1	371823851	371833088	+	516.8	280	https://www.orthodb.org/v10?query=195522at32523	3'(2'),5'-bisphosphate nucleotidase 1
195570at32523	Complete	chr1	209745432	209759518	-	442.1	270	https://www.orthodb.org/v10?query=195570at32523	tRNA-yW synthesizing protein 5
195601at32523	Complete	chr2	179006690	179015895	+	456.6	272	https://www.orthodb.org/v10?query=195601at32523	Solute carrier family 25 member 19
195612at32523	Complete	chr5	125565341	125581107	-	428.8	240	https://www.orthodb.org/v10?query=195612at32523	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
195619at32523	Fragmented	chr1	160853944	160854822	+	423.6	242	https://www.orthodb.org/v10?query=195619at32523	G-protein coupled receptor 39
195714at32523	Complete	chr1	398411926	398424968	+	568.2	305	https://www.orthodb.org/v10?query=195714at32523	peroxisome biogenesis factor 13
195716at32523	Complete	chr3	63725120	63726088	+	544.7	266	https://www.orthodb.org/v10?query=195716at32523	melanocortin receptor 5
195753at32523	Complete	chr5	107982965	107984209	-	459.4	299	https://www.orthodb.org/v10?query=195753at32523	mitochondrial ribonuclease P protein 1
195778at32523	Complete	chr5	15868457	15878488	+	497.3	393	https://www.orthodb.org/v10?query=195778at32523	protein aurora borealis
195784at32523	Complete	chr1	20013681	20020589	-	205.0	392	https://www.orthodb.org/v10?query=195784at32523	uncharacterized protein C19orf44 homolog
195791at32523	Complete	chr11	19765898	19793216	-	752.7	558	https://www.orthodb.org/v10?query=195791at32523	centrosomal protein 89 
195804at32523	Complete	chr2	362534064	362560735	+	455.5	226	https://www.orthodb.org/v10?query=195804at32523	thioredoxin-like protein 1
195845at32523	Complete	chr1	196652159	196668725	+	453.3	276	https://www.orthodb.org/v10?query=195845at32523	Nucleoporin NUP53
195924at32523	Complete	chr11	10641562	10686154	-	749.6	339	https://www.orthodb.org/v10?query=195924at32523	Vesicle amine transport 1 like
195985at32523	Complete	chr1	417279454	417301743	+	557.2	337	https://www.orthodb.org/v10?query=195985at32523	neutrophil cytosol factor 1
196001at32523	Complete	chr4	176135242	176154426	-	320.0	276	https://www.orthodb.org/v10?query=196001at32523	stimulated by retinoic acid 8 
196008at32523	Complete	chr4	50740212	50797601	+	444.4	326	https://www.orthodb.org/v10?query=196008at32523	vitamin K-dependent protein C
196062at32523	Complete	chrZ	88771894	88779944	+	410.6	258	https://www.orthodb.org/v10?query=196062at32523	biliverdin reductase A
196101at32523	Complete	chr3	24055758	24090133	-	514.9	258	https://www.orthodb.org/v10?query=196101at32523	ER membrane protein complex subunit 2
196197at32523	Complete	chr4	62745244	62751391	+	541.9	277	https://www.orthodb.org/v10?query=196197at32523	beta-tectorin
196360at32523	Complete	chrZ	133307486	133496312	-	528.4	383	https://www.orthodb.org/v10?query=196360at32523	raftlin
196361at32523	Complete	chr1	62607503	62619794	-	843.9	587	https://www.orthodb.org/v10?query=196361at32523	pinin
196416at32523	Complete	chr13	12227867	12235948	+	355.6	249	https://www.orthodb.org/v10?query=196416at32523	protein N-terminal asparagine amidohydrolase
196473at32523	Complete	chr13	14057963	14062956	-	445.6	254	https://www.orthodb.org/v10?query=196473at32523	Aminoacyl tRNA synthetase complex interacting multifunctional protein 2
196492at32523	Complete	chr1	406034789	406041205	-	464.1	249	https://www.orthodb.org/v10?query=196492at32523	lymphokine-activated killer T-cell-originated protein kinase
196530at32523	Missing
196566at32523	Complete	chr1	394776882	394952173	+	749.8	401	https://www.orthodb.org/v10?query=196566at32523	coiled-coil domain-containing protein 85A
196586at32523	Complete	chr9	20815238	20834097	-	695.7	388	https://www.orthodb.org/v10?query=196586at32523	tektin-2
196596at32523	Complete	chr2	108929013	108930458	-	542.4	352	https://www.orthodb.org/v10?query=196596at32523	histamine H1 receptor
196606at32523	Complete	chr12	2233813	2245356	+	673.8	497	https://www.orthodb.org/v10?query=196606at32523	tectonic-2
196611at32523	Complete	chr13	3657651	3666092	+	535.4	268	https://www.orthodb.org/v10?query=196611at32523	target of rapamycin complex subunit LST8
196735at32523	Complete	chr1	407785324	407788392	-	629.3	289	https://www.orthodb.org/v10?query=196735at32523	transmembrane protein 248
196833at32523	Complete	chr4	30135856	30136851	+	515.2	285	https://www.orthodb.org/v10?query=196833at32523	P2Y purinoceptor 12
196869at32523	Complete	chr2	366884764	366891048	-	576.5	325	https://www.orthodb.org/v10?query=196869at32523	ElaC ribonuclease Z 1
196873at32523	Complete	chr4	115803514	115828498	-	479.2	274	https://www.orthodb.org/v10?query=196873at32523	transmembrane protein 26
196917at32523	Complete	chr2	80556616	80581951	+	369.1	329	https://www.orthodb.org/v10?query=196917at32523	serine/threonine-protein phosphatase 4 regulatory subunit 2
196922at32523	Complete	chr1	351947086	351966429	-	669.9	368	https://www.orthodb.org/v10?query=196922at32523	Protein arginine methyltransferase NDUFAF7
197098at32523	Complete	chr12	2160834	2165478	+	312.8	214	https://www.orthodb.org/v10?query=197098at32523	Histone-lysine N-methyltransferase
197140at32523	Complete	chr14	7435991	7443281	+	543.0	273	https://www.orthodb.org/v10?query=197140at32523	prostaglandin E synthase 2
197330at32523	Complete	chr3	184702699	184714406	+	409.6	252	https://www.orthodb.org/v10?query=197330at32523	NADH-cytochrome b5 reductase-like
197458at32523	Complete	chr2	98073464	98093201	-	379.3	249	https://www.orthodb.org/v10?query=197458at32523	transmembrane protein adipocyte-associated 1
197528at32523	Complete	chr3	63693786	63726085	+	575.8	286	https://www.orthodb.org/v10?query=197528at32523	mRNA cap guanine-N7 methyltransferase
197550at32523	Complete	chr3	155477012	155491268	-	553.2	720	https://www.orthodb.org/v10?query=197550at32523	deoxynucleotidyltransferase terminal-interacting protein 2
197557at32523	Complete	chr2	277386902	277407159	-	414.3	242	https://www.orthodb.org/v10?query=197557at32523	S-methyl-5'-thioadenosine phosphorylase
197589at32523	Fragmented	chr2	149523701	149554960	-	340.9	161	https://www.orthodb.org/v10?query=197589at32523	endoplasmic reticulum-Golgi intermediate compartment protein 1
197776at32523	Complete	chr3	194051492	194056536	+	465.3	372	https://www.orthodb.org/v10?query=197776at32523	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2
197855at32523	Complete	chr1	410431998	410443314	+	414.9	245	https://www.orthodb.org/v10?query=197855at32523	sulfatase-modifying factor 2
198070at32523	Complete	chr3	83543651	83573211	+	638.2	341	https://www.orthodb.org/v10?query=198070at32523	thioredoxin domain-containing protein 5
198077at32523	Complete	chrZ	141700925	141731985	-	426.1	311	https://www.orthodb.org/v10?query=198077at32523	5-azacytidine-induced protein 2
198092at32523	Complete	chr2	170488182	170615613	-	449.7	268	https://www.orthodb.org/v10?query=198092at32523	protoheme IX farnesyltransferase, mitochondrial
