Orthogroup,Gene,LRT P-value (Test),LRT Adj. p-value (Test),LRT P-value (Background),LRT Adj. p-value (Background),LRT Distributions,LRT Adj. p-value (Distributions),Signal
OG0010998,WIF1,0.5,0.5,0.3184351069163494,0.4855069441955757,0.8629116981752831,1,No significant signals
OG0010999,LEMD3,0,0,0.01720101596851992,0.035383311669021,7.406281424615635e-5,4.56509682682505e-4,Selection associated with trait
OG0011000,MSRB3,2.771487325192723e-6,8.42150678097536e-6,1.046570829998927e-9,4.895688628546332e-9,0.1797684285226288,0.46606230690078776,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011001,UBXN7,0,0,0,0,8.000793649132198e-5,4.914043168175305e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011002,RNF168,0,0,0.2849914904152755,0.4415336089900564,1.794120407794253e-13,3.353416416641786e-12,Selection associated with trait
OG0011003,SMCO1,0,0,0.5,0.5,1.3655743202889432e-14,2.8614237694383813e-13,Selection associated with trait
OG0011004,WDR53,0.5,0.5,0.5,0.5,0.9998679085906088,1,No significant signals
OG0011005,NRROS,0.5,0.5,0.5,0.5,0.8968676127273918,1,No significant signals
OG0011006,CEP19,0.488943536968683,0.5,0.5,0.5,0.8130556295244954,1,No significant signals
OG0011007,PIGX,0.4973149766675985,0.5,1.972462247551432e-4,5.329281389419323e-4,0.7069811156121629,1,No evidence of episodic diversifying selection on test branches
OG0011008,NA,0.5,0.5,0.1702834134045563,0.28322749559927546,0.9965932274016198,1,No significant signals
OG0011009,RYK,0.5,0.5,0.5,0.5,0.9063069029937412,1,No significant signals
OG0011010,AMOTL2,0.5,0.5,4.23571846894677e-4,0.00109551427466423,0.9603442468586468,1,No evidence of episodic diversifying selection on test branches
OG0011011,ANAPC13,0.5,0.5,0.5,0.5,0.9914098966839447,1,No significant signals
OG0011012,CEP63,7.549516567451064e-15,3.5956805929951303e-14,0.5,0.5,1,1,Selection associated with trait. No difference between FG-BG dist
OG0011013,EPHB1,0,0,0,0,0.06146242737783569,0.19064367259060577,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011014,ATP6V0A1,0.5,0.5,0.0997739503021931,0.17571098207472102,0.7064665339819202,1,No significant signals
OG0011015,CAVIN1,0.4998942693558852,0.5,0.197220100565396,0.32220931664960106,0.9999999893524646,1,No significant signals
OG0011016,STAT3,0.499476297334414,0.5,0.00145117090652463,0.00348845361807338,1,1,No evidence of episodic diversifying selection on test branches
OG0011017,NA,7.143028946110518e-10,2.59294347733391e-9,1.725430909260695e-11,9.559461644521159e-11,0.8456565583007128,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011018,TERB2,3.210817220544726e-5,9.20384638178008e-5,0.1071280988437018,0.18721457338315736,0.0169063297164791,0.06144786953650152,Selection associated with trait. No difference between FG-BG dist
OG0011019,TRIM29,0,0,0.2461802037809483,0.38905972933265015,7.659623667948257e-4,0.00390609211681934,Selection associated with trait
OG0011020,OAF,2.4110901608587203e-9,8.513086190155594e-9,4.79919810963958e-6,1.5590187853161007e-5,4.794564209986696e-4,0.00257076571705234,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011022,ARHGEF12,0.5,0.5,0,0,0.01672795838691365,0.06095315868646347,No evidence of episodic diversifying selection on test branches
OG0011023,NA,0.5,0.5,1.5614054493795488e-10,7.897371571555006e-10,0.05185638145850691,0.16474490643976464,No evidence of episodic diversifying selection on test branches
OG0011024,ZFTA CUNH11ORF95 C17H11ORF95,0.5,0.5,5.17619461604113e-6,1.679594608444692e-5,0.1473563364925088,0.39517252432791167,No evidence of episodic diversifying selection on test branches
OG0011025,SPINDOC,0.5,0.5,0.00629001083779989,0.01380866407669211,0.2344031681520221,0.5771052680476811,No significant signals
OG0011026,RCOR2,0.5,0.5,0.01583193094049679,0.03280094095261173,0.9986207786086696,1,No significant signals
OG0011027,NAA40,0.06190813805603873,0.14807988577583173,0.0597274752775121,0.11091879207115658,1,1,No significant signals
OG0011030,SLC3A2,0.5,0.5,1.058878634574434e-5,3.3144472085214866e-5,1,1,No evidence of episodic diversifying selection on test branches
OG0011031,TMEM223,0,0,1.173919579519622e-4,3.2509120131720987e-4,1.221245327087672e-15,2.8410368442518046e-14,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011032,NXF1,0,0,2.977905414830451e-5,8.846822334343537e-5,2.584110703196529e-11,3.809692338238971e-10,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011033,STX5,1.037362973299594e-10,3.9357032752892085e-10,4.200022400796533e-4,0.0010869316344645,0.01779364319988219,0.06427011218118393,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011034,WDR74,7.66053886991358e-15,3.646551341046872e-14,0.5,0.5,2.550335190143471e-6,2.0119052630356973e-5,Selection associated with trait
OG0011036,MPZ,0,0,1.6658896484500471e-13,1.1167009308820066e-12,0.02725289925856811,0.09344159674471014,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011040,NA,0.5,0.5,0.2458183402961695,0.3886921097977436,0.998852025264855,1,No significant signals
OG0011041,MTX1,2.654670947730975e-4,7.244882491852367e-4,0.04511173226651538,0.08582038492732999,0.9061846427566376,1,Selection associated with trait. No difference between FG-BG dist
OG0011045,DENND4B,1.047455835578859e-5,3.071732565604692e-5,6.079081430465649e-7,2.1811098963204695e-6,0.00441016665597515,0.01904470171697056,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011046,NA,0.5,0.5,4.536522157927436e-9,2.015352297469406e-8,0.7439341086383978,1,No evidence of episodic diversifying selection on test branches
OG0011047,NA,6.689981901786268e-12,2.6877949571986243e-11,1.097919962744776e-5,3.428870212050989e-5,0.00265364369981846,0.01209301346931489,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011048,HRNR,0,0,2.914672170284405e-9,1.3137277584188146e-8,0,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011049,THEM4,1.375566327510569e-13,6.092196007306276e-13,2.264037030075272e-8,9.442398293142845e-8,0.1191909876765913,0.3317718904320428,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011050,LINGO4,0,0,0.1313599878398904,0.2244844657911555,1.110223024625157e-16,2.760882199743135e-15,Selection associated with trait
OG0011051,NA,0,0,0.5,0.5,0.00324389823987958,0.01446300637193091,Selection associated with trait. No difference between FG-BG dist
OG0011052,TDRKH,3.006483950684924e-12,1.2348415808840688e-11,2.841194275710057e-5,8.45809950533018e-5,0.5120809566923323,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011053,OAZ3,0.5,0.5,3.531303027770605e-10,1.728500927733417e-9,0.3840716176540797,0.8448794558155582,No evidence of episodic diversifying selection on test branches
OG0011054,MRPL9,0.5,0.5,0.5,0.5,0.9990492628504212,1,No significant signals
OG0011055,CGN,0,0,0.00118344349721971,0.00288493521829279,1.092878898489857e-9,1.3045205500043066e-8,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011056,PSMB4,0.5,0.5,0.02552088140491654,0.05078356120444878,0.8273545796857241,1,No significant signals
OG0011057,POGZ,0.4420358791848815,0.5,0.00160323841301274,0.00383271415088736,1,1,No evidence of episodic diversifying selection on test branches
OG0011058,NA,0.5,0.5,0.00175663783092799,0.00418670993909415,1,1,No evidence of episodic diversifying selection on test branches
OG0011059,RFX5,6.079808878567404e-11,2.3270528985016507e-10,0.07876685525376143,0.14227684520268238,1,1,Selection associated with trait. No difference between FG-BG dist
OG0011060,GOLPH3L,0,0,0.5,0.5,0,0,Selection associated with trait
OG0011063,BNIPL,1.1490808304870372e-14,5.419152864869112e-14,0.07544142879975851,0.13691717176891074,4.0412118096355704e-14,8.058213594605121e-13,Selection associated with trait
OG0011064,CDC42SE1,0.5,0.5,0.5,0.5,0.9990973045097492,1,No significant signals
OG0011065,MLLT11,2.217115380176438e-13,9.67082484881396e-13,0.4590353706351341,0.5,0.1214629285124845,0.3364725298806149,Selection associated with trait. No difference between FG-BG dist
OG0011066,SEMA6C,0,0,0.02465649978694895,0.04923335236646428,0.4560426691657147,0.9544360964836988,Selection associated with trait. No difference between FG-BG dist
OG0011068,ZNF687,6.6071759174946e-10,2.406502541666594e-9,0.01256237460233434,0.02641272833056398,0.05616139681590704,0.17679910078023264,Selection associated with trait. No difference between FG-BG dist
OG0011069,NA,0.5,0.5,0,0,0.00197225769082642,0.00920103399267488,No evidence of episodic diversifying selection on test branches
OG0011070,ADAMTSL4,0,0,7.293895245175097e-6,2.318081874834568e-5,0.08529091729708393,0.25260355862045325,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011071,RPRD2,0.06277918562289686,0.15003895950857482,0.01573754711627662,0.03262882911937179,0.4015209734310564,0.8717427327537562,No significant signals
OG0011072,TMEM64,0.5,0.5,0.4258507394479895,0.5,0.9995741095712848,1,No significant signals
OG0011073,RUNX1T1,0.5,0.5,0.1385500429401798,0.23542483209718737,6.597240996852882e-5,4.1103328716173395e-4,No significant signals
OG0011074,RAI14,4.323530422567501e-11,1.6658874566740495e-10,9.459397543043481e-9,4.0727177282337454e-8,1,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011075,IL7R,0,0,6.794762853534753e-6,2.169810986512537e-5,4.494183685577191e-5,2.8830738039277253e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011076,LMBRD2,1.4432899320127039e-15,7.207288558360035e-15,0.5,0.5,0.1062739714265906,0.30302963714191605,Selection associated with trait. No difference between FG-BG dist
OG0011077,SKP2,0.472279442118206,0.5,0.5,0.5,0.6074832646420885,1,No significant signals
OG0011078,NADK2,2.082492211133991e-4,5.715790547146704e-4,0.2373342154361979,0.3771374036696395,0.7048657917782193,1,Selection associated with trait. No difference between FG-BG dist
OG0011079,RANBP3L,3.087129996082183e-10,1.141710384021163e-9,0.02533601249742917,0.05046210636426974,1,1,Selection associated with trait. No difference between FG-BG dist
OG0011080,SLC1A3,0.5,0.5,0.02363779404302507,0.04736315574168533,0.8252341428134148,1,No significant signals
OG0011081,NUP155,0.5,0.5,2.67752691908929e-4,7.083863637358213e-4,0.7372402285929449,1,No evidence of episodic diversifying selection on test branches
OG0011082,GDNF,0.00124187680273529,0.00328459714268681,0.5,0.5,0.4132046757713339,0.8897420413349398,Selection associated with trait. No difference between FG-BG dist
OG0011083,EGFLAM,0,0,0.5,0.5,0,0,Selection associated with trait
OG0011084,LIFR,0.5,0.5,3.917583313306494e-9,1.747565257389402e-8,0.380628127083637,0.8400805436831917,No evidence of episodic diversifying selection on test branches
OG0011085,OSMR,0,0,0,0,4.974918520000982e-4,0.00265075639893366,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011086,RICTOR,0.5,0.5,0.5,0.5,0.9922699983390182,1,No significant signals
OG0011087,FYB1,0.5,0.5,1.942890293094024e-15,1.5655281747146818e-14,0.1379306512845891,0.3741855348642112,No evidence of episodic diversifying selection on test branches
OG0011088,DAB2,4.930107965650521e-6,1.4757922633946597e-5,0.5,0.5,0.3538646326260567,0.7961658878146736,Selection associated with trait. No difference between FG-BG dist
OG0011089,RSKR,9.930049447713365e-4,0.00263684099173094,3.464019990212508e-4,9.053950164693156e-4,0.997689938879341,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011092,CCDC172,0,0,0.5,0.5,4.606526216033303e-8,4.592727865616613e-7,Selection associated with trait
OG0011093,NA,0.02521824767928799,0.06264027422978137,3.5855651780991587e-11,1.9154000648932175e-10,0.7151785968672952,1,No evidence of episodic diversifying selection on test branches
OG0011094,NA,0.5,0.5,6.890282101934542e-6,2.197880623300462e-5,0.6128249467565704,1,No evidence of episodic diversifying selection on test branches
OG0011095,CUNH10ORF82 C10H10ORF82,1.110223024625157e-16,5.923471057402039e-16,7.26146336001654e-4,0.00182199779407315,3.3401175159042404e-9,3.8133742721154745e-8,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011096,ENO4,0.5,0.5,3.64323317714188e-5,1.068764064914774e-4,0.6841398401805963,1,No evidence of episodic diversifying selection on test branches
OG0011097,SHTN1,4.343361559300263e-9,1.5125734782367997e-8,0.5,0.5,3.302634679402949e-6,2.5518750460315285e-5,Selection associated with trait
OG0011098,VAX1,1.965998145245784e-4,5.406338719083893e-4,1.218871517993936e-6,4.217558623238513e-6,0.1079649869395158,0.3068168408271539,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011099,KCNK18,0.0662003268211927,0.1577795726550817,9.314771176605065e-14,6.382425159330183e-13,0.17314176734184691,0.4521330279349255,No evidence of episodic diversifying selection on test branches
OG0011100,SLC18A2,0.5,0.5,0.3946559746448593,0.5,0.7317766659576703,1,No significant signals
OG0011101,PDZD8,0.5,0.5,0.5,0.5,0.623618259366715,1,No significant signals
OG0011102,RAB11FIP2,0.4993065685224725,0.5,0.2045268320004493,0.33176667368920115,0.9932070474006884,1,No significant signals
OG0011103,PRLHR,0.4958920719813574,0.5,0.5,0.5,0.9363493992034564,1,No significant signals
OG0011104,PRLHR,0.5,0.5,0.5,0.5,0.9999545083304586,1,No significant signals
OG0011105,CACUL1,0.1201055887588314,0.27584760220778315,0.5,0.5,0.3468492009575191,0.7849882041563535,No significant signals
OG0011106,NANOS1,0.5,0.5,0.5,0.5,0.9962246921272035,1,No significant signals
OG0011107,EIF3A,0.5,0.5,8.768015091753512e-9,3.786347435331082e-8,0.4082421266243662,0.8816956915494192,No evidence of episodic diversifying selection on test branches
OG0011108,SFXN4,0.00463304860362018,0.01195420471548272,2.362388062948639e-12,1.4336680432508782e-11,1,1,No evidence of episodic diversifying selection on test branches
OG0011109,GRK5,0,0,0,0,2.173109114878002e-7,1.969223694256987e-6,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011110,RGS10,9.846576856609168e-5,2.744356718747045e-4,0.4926826281802507,0.5,0.04736769243916827,0.15238662095485583,Selection associated with trait. No difference between FG-BG dist
OG0011111,TIAL1,1.643876179441284e-5,4.778671298920011e-5,0.00181685553904398,0.00432071113901803,0.03713803007478234,0.12234202979336369,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011112,BAG3,0.5,0.5,0.00123420445869393,0.00299770008013957,0.7949663161164828,1,No evidence of episodic diversifying selection on test branches
OG0011113,INPP5F,0.5,0.5,0.5,0.5,0.9846353777008112,1,No significant signals
OG0011114,MCMBP,0.5,0.5,0.5,0.5,0.9970169744211302,1,No significant signals
OG0011115,SEC23IP,0.5,0.5,0.12998707340022,0.22240176615371768,0.4163629769046027,0.8945086082180114,No significant signals
OG0011116,PLPP4,0.5,0.5,1.665334536937735e-16,1.4397407674984176e-15,0.2752346296690082,0.654722508289059,No evidence of episodic diversifying selection on test branches
OG0011117,FGFR2,0.5,0.5,8.53039860970739e-13,5.361079852462437e-12,0.7243102631608187,1,No evidence of episodic diversifying selection on test branches
OG0011118,ATE1,1.2045919817182952e-14,5.6655103314076765e-14,0,0,0.04221295002845937,0.13707724936070825,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011119,NSMCE4A,4.5741188614556456e-14,2.0855861236584377e-13,0.00578632575891979,0.01278398343571404,8.293653341207019e-6,6.011162145293597e-5,Selection associated with trait
OG0011120,PLEKHA1,1.3676781929206069e-11,5.39764707065278e-11,5.362161926147913e-7,1.94078416181029e-6,0.00984886683972652,0.03861898216175501,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011121,HTRA1,0.4683775761226707,0.5,0.5,0.5,1,1,No significant signals
OG0011122,CUZD1,0.1009157966038958,0.23482799242003607,0,0,0.0290972084139608,0.09913670929701449,No evidence of episodic diversifying selection on test branches
OG0011123,CUNH10ORF88 C10H10ORF88,0.0290443350112688,0.07181419291072005,0.4048440508407853,0.5,0.1803182979968826,0.4669283515454883,No significant signals
OG0011124,NA,0.1410180117088478,0.3195522056371744,0.00223579571774612,0.00524067609463027,1,1,No evidence of episodic diversifying selection on test branches
OG0011125,PSTK,6.901799339709136e-6,2.045485324857632e-5,0.2063438999643045,0.3341504697400994,0.1526292840155818,0.40767093329347065,Selection associated with trait. No difference between FG-BG dist
OG0011126,IKZF5,0.5,0.5,0.5,0.5,0.8319426989697571,1,No significant signals
OG0011127,ACADSB,0,0,0.01829794991025646,0.03747052970264065,3.3258762410781632e-9,3.8021311744108885e-8,Selection associated with trait
OG0011128,HMX2,0.5,0.5,0.5,0.5,0.9999999855956552,1,No significant signals
OG0011129,BUB3,0.5,0.5,0.5,0.5,0.9819141941365108,1,No significant signals
OG0011130,CPXM2,0.5,0.5,0.3544835778147709,0.5,0.9072129430154884,1,No significant signals
OG0011131,CHST15,0.5,0.5,0.5,0.5,0.999831042150376,1,No significant signals
OG0011132,LHPP,4.372140823244441e-5,1.2409480709858116e-4,0.5,0.5,0.8479337880831064,1,Selection associated with trait. No difference between FG-BG dist
OG0011133,FAM53B,0.5,0.5,0.383345184770482,0.5,0.98932133465516,1,No significant signals
OG0011134,EEF1AKMT2,0,0,0.03786603184418585,0.07317834738266733,0,0,Selection associated with trait
OG0011135,ABRAXAS2,0.5,0.5,0.5,0.5,0.903009817002956,1,No significant signals
OG0011136,ZRANB1,0,0,0.5,0.5,0.00515372448408735,0.02182012313370447,Selection associated with trait. No difference between FG-BG dist
OG0011137,TEX36,0.4688461776909348,0.5,0.5,0.5,0.97111786012345,1,No significant signals
OG0011138,EDRF1,0.5,0.5,0.5,0.5,1,1,No significant signals
OG0011139,UROS,0.5,0.5,0.5,0.5,0.9981909876684464,1,No significant signals
OG0011140,BCCIP,1.0792542637361182e-8,3.6989569894544025e-8,0.00358471742789906,0.00815513791299645,0.1510013752914919,0.404071088983479,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011141,FANK1,0.5,0.5,0.00338630791023492,0.00773425934419978,0.8399917979305691,1,No evidence of episodic diversifying selection on test branches
OG0011142,ADAM12,1.665334536937735e-16,8.798415801379218e-16,0,0,1,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011143,FOXI2,0,0,9.816605240797747e-6,3.07911930967248e-5,2.416549163031245e-5,1.618639044649566e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011144,CLRN3,0.5,0.5,0.01878993661652195,0.03837812402156738,0.9372135178502322,1,No significant signals
OG0011145,MYT1,2.707660207157403e-10,1.0056691602034406e-9,0,0,0.01429975293034103,0.05315724306665433,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011146,PCMTD2,1.191909760889232e-7,3.867561706312491e-7,6.956914037958839e-5,1.980432042253151e-4,6.314854410494064e-7,5.432281318927995e-6,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011147,SRMS,0,0,0,0,0.0138314296769696,0.051682725571889,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011148,PPEF1,4.224993193113757e-5,1.2015475219588054e-4,4.8350212722425574e-14,3.390783961911433e-13,1,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011149,DOK6,1.19709318069372e-7,3.882925182055267e-7,6.568994447264664e-5,1.878033628894232e-4,0.01925382883517168,0.06913802271351689,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011150,SOCS6,0.5,0.5,0.5,0.5,1,1,No significant signals
OG0011151,THOC7,0.4993996519019148,0.5,0.06239382924838455,0.1152767289315798,0.9151258390678386,1,No significant signals
OG0011152,ATXN7,0.5,0.5,0.5,0.5,0.9599914495863134,1,No significant signals
OG0011153,PSMD6,0.5,0.5,0.5,0.5,0.9999980118398824,1,No significant signals
OG0011154,RAB5C,3.008180240145486e-4,8.196722858381309e-4,0.2905030975608622,0.4488508848940727,0.1573180357414328,0.4171048655963111,Selection associated with trait. No difference between FG-BG dist
OG0011155,NAGLU,0.00743619913957932,0.01903367860216488,4.7148995541146383e-8,1.9057795768943522e-7,0.1191604542855124,0.3317718904320428,No evidence of episodic diversifying selection on test branches
OG0011156,COASY,1.0270562178504859e-11,4.086503222656601e-11,0.5,0.5,0.00124776113131119,0.0061179177509162,Selection associated with trait
OG0011157,NA,0.03279023553411814,0.08061553929325523,0.00633789783224469,0.01389616616170398,0.9068748666915434,1,No significant signals
OG0011158,MLLT6,0,0,3.879143161300558e-6,1.2715948832535996e-5,0.05701860099840816,0.17911956435917073,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011159,EPOP,0,0,0.01698663759746588,0.03496726017328015,2.402086056507713e-6,1.9001510724879112e-5,Selection associated with trait
OG0011160,ARHGAP23,0,0,0,0,0.00138963719899121,0.00671839124026254,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011161,SOCS7,1.118019498991263e-5,3.2764445459771046e-5,0.04002990192915978,0.07689650861153136,0.8952388490361496,1,Selection associated with trait. No difference between FG-BG dist
OG0011162,MRPL45,2.2720014758448307e-10,8.46765752453108e-10,2.372621233925898e-7,8.880910103111904e-7,0.05762099697964618,0.1807365378259725,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011163,TBKBP1,0.5,0.5,0.1082855104123182,0.188779775807454,0.9923737392800968,1,No significant signals
OG0011164,TBX21,0,0,0.3544918735513216,0.5,7.56581337184703e-4,0.00386736851269723,Selection associated with trait
OG0011165,OSBPL7,0.5,0.5,4.046690614267767e-7,1.4832723666189437e-6,0.03609645539734352,0.11959369257603784,No evidence of episodic diversifying selection on test branches
OG0011166,LRRC46,2.5424107263916082e-14,1.1728156943599665e-13,0.5,0.5,0.00507508139989276,0.02151874298612053,Selection associated with trait. No difference between FG-BG dist
OG0011167,SCRN2,0.5,0.5,6.505906924303417e-14,4.522258515897331e-13,0.2064386703717798,0.5206086743806992,No evidence of episodic diversifying selection on test branches
OG0011168,SP6,0.5,0.5,0.5,0.5,0.4260371066616035,0.9091345542984643,No significant signals
OG0011169,PNPO,0,0,0.5,0.5,1.314070623203989e-6,1.0830444926864114e-5,Selection associated with trait
OG0011170,PRR15L,0.5,0.5,0.4232177771303218,0.5,0.5053361785977628,1,No significant signals
OG0011171,CDK5RAP3,0.5,0.5,0.5,0.5,0.9999954224854974,1,No significant signals
OG0011172,COPZ2,0,0,5.717648576819556e-14,3.9903653857900355e-13,1.140275274202907e-8,1.2078264654775957e-7,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011173,SNX11,0.5,0.5,1.114581634265033e-6,3.875287048183847e-6,0.97441008429752,1,No evidence of episodic diversifying selection on test branches
OG0011174,HOXB1,0.5,0.5,0.1267453697381252,0.21732800271720537,0.9931859613337858,1,No significant signals
OG0011175,HOXB2,0.5,0.5,1.0497325231284549e-10,5.391326560922046e-10,0.8754789597319634,1,No evidence of episodic diversifying selection on test branches
OG0011176,HOXB4,0.5,0.5,0.5,0.5,0.9990539056523507,1,No significant signals
OG0011177,HOXB5,0.5,0.5,0.2920685790394518,0.4507867813460703,0.9999999999008172,1,No significant signals
OG0011178,HOXB6,0.5,0.5,1.130758145557187e-4,3.137409744037158e-4,0.2393883171066343,0.5868743615413069,No evidence of episodic diversifying selection on test branches
OG0011179,HOXB13,0.5,0.5,1.567306987904082e-5,4.823426270740371e-5,0.8219966336477764,1,No evidence of episodic diversifying selection on test branches
OG0011180,TTLL6,2.473514060241655e-9,8.726372065768971e-9,0.0060445866785182,0.01332735111233033,0.1528466660470519,0.40799970634521504,Selection associated with trait. No difference between FG-BG dist
OG0011181,NA,0.5,0.5,2.852404394513841e-4,7.525825496988652e-4,0.9787266611121412,1,No evidence of episodic diversifying selection on test branches
OG0011182,UBE2Z,0.5,0.5,0.06400041212762453,0.1179930904457739,0.9991176816315898,1,No significant signals
OG0011183,SNF8,0.5,0.5,0.4339226109261998,0.5,0.9364180404377156,1,No significant signals
OG0011184,GIP,2.28650431921551e-13,9.95342473767154e-13,0.5,0.5,0.00326626537466545,0.01454774089158767,Selection associated with trait. No difference between FG-BG dist
OG0011185,IGF2BP1,0.1238282996311046,0.2834947367744919,0.5,0.5,0.6328938660416166,1,No significant signals
OG0011186,GNGT2,1.1318257053805071e-8,3.8684121857673415e-8,0.4771268816941366,0.5,0.00537527706208051,0.02265837686081091,Selection associated with trait. No difference between FG-BG dist
OG0011187,ABI3,0.5,0.5,3.757474085208656e-7,1.3807720056643614e-6,0.8080537222292725,1,No evidence of episodic diversifying selection on test branches
OG0011188,PHOSPHO1,0.5,0.5,0.5,0.5,1,1,No significant signals
OG0011189,NGFR,0.5,0.5,2.910801211175595e-9,1.3126666848105056e-8,0.4532440634937913,0.9502159030142442,No evidence of episodic diversifying selection on test branches
OG0011190,NXPH3,0.5,0.5,0.2972413264467655,0.4577093307954285,0.990053567831936,1,No significant signals
OG0011191,SLC35B1,1.485478406948459e-13,6.565541437043904e-13,3.573411180146646e-5,1.0500611325293404e-4,1.465323331117929e-6,1.1974417476387684e-5,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011192,FAM117A,0.489429457087995,0.5,0.09918117301633272,0.1747737469524218,0.9554257412064348,1,No significant signals
OG0011193,ITGA3,5.551115123125783e-17,2.9987110034663246e-16,0,0,5.794641009237989e-5,3.6426464475892425e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011194,PDK2,0,0,0.1617826732024092,0.27085843565363693,8.881784197001252e-15,1.9025485257635855e-13,Selection associated with trait
OG0011195,SAMD14,0,0,0.5,0.5,1.7246437611362348e-10,2.2821203530386816e-9,Selection associated with trait
OG0011196,SGCA,5.551115123125783e-17,2.9987110034663246e-16,0.02840451105437392,0.05601859025659948,7.830946481268697e-7,6.67017823315938e-6,Selection associated with trait
OG0011197,MPP2,9.20728154424344e-6,2.7148148035394457e-5,2.24558343081549e-6,7.546904470010582e-6,0.00636159845989037,0.02625334910438306,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011198,GPAM,0.5,0.5,0.5,0.5,0.9992252435553918,1,No significant signals
OG0011199,TECTB,3.02174951727352e-12,1.2405227856966338e-11,0.5,0.5,0.00105866672879562,0.00524424835203051,Selection associated with trait
OG0011200,NA,0.5,0.5,4.262177596969785e-7,1.5582967859812642e-6,0.2134506973941591,0.5337192531779985,No evidence of episodic diversifying selection on test branches
OG0011201,ZDHHC6,0,0,2.506340219696201e-4,6.670031518686681e-4,3.92481153447255e-5,2.5404127912734064e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0011202,TCF7L2,0,0,0,0,0.01596682600089261,0.05849996283307563,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0011203,HABP2,0.5,0.5,3.2640556923979597e-13,2.123844959549771e-12,0.3706976519047802,0.8240476443832438,No evidence of episodic diversifying selection on test branches
OG0011204,NRAP,0,0,0.09244851083924088,0.16441623773176953,2.228748186006158e-9,2.5924175808732917e-8,Selection associated with trait
OG0011205,CASP7,0.5,0.5,0.1926546309996079,0.3157040667810276,0.9678660572939244,1,No significant signals
OG0011206,PLEKHS1,0.5,0.5,0.00704007614110102,0.01536565420557081,0.9998892029089776,1,No significant signals
OG0011207,DCLRE1A,0.5,0.5,6.867594140869127e-6,2.1914513161903183e-5,0.6533515975184574,1,No evidence of episodic diversifying selection on test branches
OG0011208,ADRB1,0.5,0.5,0.00339872188752182,0.00775851733437454,0.5592857953578092,1,No evidence of episodic diversifying selection on test branches
