Orthogroups,Gene,LRT P-value (Test),LRT Adj. p-value (Test),LRT P-value (Background),LRT Adj. p-value (Background),LRT Distributions,LRT Adj. p-value (Distributions),Branch-Site (null/alt),LRT (BS),P-value (BS),Adj. P-value (BS),Site (null/alt),LRT (Site),P-value (Site),Adj. P-value (Site),Signal (BUSTED-PH),Signal (PAML)
OG0009771,LRRN1,5.356709225062817e-5,1.5124620435136578e-4,0.5,0.5,0.02071438665247449,0.07361901523224404,bsA1/bsA,16.880881999999474,3.9800443412785214e-5,1.2027427676674016e-4,M1/M2,0.0014140000002953,0.999293249865464,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009774,CNTN4,0,0,0.5,0.5,0,0,bsA1/bsA,561.835774000001,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009778,MRPS35,4.2688075296837275e-14,1.9504889314616141e-13,0.3604630991871751,0.5,0,0,bsA1/bsA,63.60462600000028,1.5543122344752197e-15,9.249637008820688e-15,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009785,ETV6,2.94231092379249e-7,9.350994761109148e-7,0.5,0.5,0.00613456831304826,0.02544993009641401,bsA1/bsA,32.75481800000034,1.0454685006600073e-8,4.1016474140276055e-8,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009790,PPARA,3.371777856919778e-9,1.1813508329467108e-8,0.5,0.5,0.05990300580267904,0.18674373638918745,bsA1/bsA,62.07911400000012,3.3306690738754696e-15,1.9380822406251753e-14,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009797,USP9X,1.099852431352133e-10,4.1654804993091276e-10,0.3328463980847834,0.5,0.01139817625943063,0.04380098461328271,bsA1/bsA,16.24924199999805,5.55318069730415e-5,1.6614577066023347e-4,M1/M2,6.000002031214535e-6,0.9999970000034843,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009798,RASSF3,0,0,0.09258973855890136,0.1646335725269637,5.540012892879532e-14,1.0921018581999878e-12,bsA1/bsA,197.42735600000012,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009803,SORBS2,1.742406098848015e-7,5.59925079072808e-7,0.00954961157501632,0.02048644981908559,0.0139419945956738,0.05205091511258027,bsA1/bsA,24.40984799999933,7.786961557787464e-7,2.669474200714034e-6,M1/M2,8.817203999999037,0.0121721831528277,0.0638518037138529,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009807,UFSP2,0.00236014297924741,0.00616314946964608,0.2498278177191302,0.393808731246148,0.9613804505589632,1,bsA1/bsA,76.33046400000057,0,0,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009811,ACSL1,3.7303493627405266e-14,1.709875179298544e-13,0.1827280096383125,0.3012627539359795,5.34055836670766e-4,0.00281499561258383,bsA1/bsA,52.212932000000364,4.979350265443827e-13,2.5650911475153908e-12,M1/M2,5.951671999999235,0.0510047761828001,0.21263126490180423,Selection associated with trait,PS_fg
OG0009827,DNAJC18,1.3001000276346988e-10,4.900289912522076e-10,0.4356043022972916,0.5,0.00137534199756983,0.00665671680479269,bsA1/bsA,31.399037999999564,2.100849705310992e-8,8.093747513968274e-8,M1/M2,3.677278000000115,0.1590337237810226,0.5302358380778216,Selection associated with trait,PS_fg
OG0009829,CPB2,3.8857805861880484e-16,2.00761463838038e-15,0.0147700696937898,0.03079933128518228,1.390725532357528e-5,9.768943796284128e-5,bsA1/bsA,52.41925999999967,4.483080573436382e-13,2.3212077695200224e-12,M1/M2,1.4572820000003048,0.4825643496236003,1,Selection associated with trait,PS_fg
OG0009831,MATR3,7.0736749790967216e-12,2.8366813377712252e-11,0.4097342461049783,0.5,2.260507579935345e-4,0.00127525636223992,bsA1/bsA,18.974686000001384,1.3246424698465376e-5,4.167189875148027e-5,M1/M2,4.713340000000244,0.0947351666293191,0.35353383530696714,Selection associated with trait,PS_fg
OG0009834,SIRT4,6.91030066501952e-10,2.5126782334066774e-9,0.1003145661081442,0.176555268476689,0.00325188742461235,0.01449116054201612,bsA1/bsA,24.862599999999475,6.156532001977411e-7,2.1269208943508018e-6,M1/M2,0.2759859999996479,0.8711047894581359,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009837,NA,0,0,0.1014021112874183,0.1780709965668259,1.909028490842957e-11,2.868182736068567e-10,bsA1/bsA,257.048272,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009841,CMC2,0,0,0.05405461647309712,0.1012703148391026,1.58287934026724e-6,1.287428365664727e-5,bsA1/bsA,185.396432,0,0,M1/M2,0.0046559999998407,0.997674707690504,1,Selection associated with trait,PS_fg
OG0009843,ATMIN,1.818256656349604e-11,7.149110905974318e-11,0.5,0.5,0.00125132531274196,0.006124982611125,bsA1/bsA,8.322678000000451,0.0039153154525843,0.0095895147074594,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009865,FCSK FUK,0,0,0.1238869215480812,0.21301756786749348,0,0,bsA1/bsA,179.75294600000052,0,0,M1/M2,3.213373999999021,0.2005509399332372,0.6352577252410884,Selection associated with trait,PS_fg
OG0009873,CIAO2B,0,0,0.03845834315958419,0.07420702379109066,4.90148921450384e-10,6.120849590521823e-9,bsA1/bsA,98.4924659999997,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009884,KATNB1,2.1146166373497983e-8,7.117811116151364e-8,0.01206344375703466,0.02545027846742514,0.06240956866136904,0.19295905937673727,bsA1/bsA,15.551421999998638,8.029123345565381e-5,2.3648095534819195e-4,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009888,PDCD2L,0,0,0.03636774306741869,0.07046632507610849,0,0,bsA1/bsA,192.10716200000024,0,0,M1/M2,0.2192459999996572,0.8961719284356945,1,Selection associated with trait,PS_fg
OG0009892,GLG1,0,0,0.00491091409069427,0.01097599445786886,4.184154134279083e-10,5.2783775332436135e-9,bsA1/bsA,142.36159399999997,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009897,CFDP1,0,0,0.3032356335633846,0.46561411867592806,3.139046800271217e-9,3.607611023844238e-8,bsA1/bsA,186.081596,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009901,NA,0,0,0.0415487246783795,0.07969030659722877,8.337401102842534e-9,9.075706810565949e-8,bsA1/bsA,35.2533199999998,2.894881778736646e-9,1.18135009936497e-8,M1/M2,0.0587439999999332,0.97105516474777,1,Selection associated with trait,PS_fg
OG0009906,PSME3IP1 FAM192A,0,0,0.5,0.5,0,0,bsA1/bsA,268.2841920000001,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009908,HERPUD1,0,0,0.5,0.5,3.224542854951551e-10,4.11581030483049e-9,bsA1/bsA,133.7769159999989,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009912,HSDL1,3.423872296792752e-12,1.398310092328668e-11,0.5,0.5,0.00147631450718621,0.00708598211047671,bsA1/bsA,26.60333799999989,2.498117740445949e-7,8.860639873021939e-7,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009913,DNAAF1,0,0,0.5,0.5,0.01684986797848942,0.06129413933831334,bsA1/bsA,300.7198919999992,0,0,M1/M2,0.8993960000007064,0.637820744403384,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009919,OGFOD1,0,0,0.00811231584487226,0.01755538417642525,0.00192145061630288,0.00900227895524756,bsA1/bsA,37.80937799999992,7.80058795335492e-10,3.295788953888885e-9,M1/M2,0.098097999998572,0.9521344739669042,1,Selection associated with trait,PS_fg
OG0009925,WASHC3,3.995975599635493e-6,1.2032419220335964e-5,0.4113616057188814,0.5,0.00435347842056677,0.01881868244334906,bsA1/bsA,16.171416000000136,5.786065815649444e-5,1.7266860872031692e-4,M1/M2,0.3461800000000039,0.8410619158657907,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009932,CUNH12ORF73 C7H12ORF73,4.880146557140197e-6,1.4618479856521724e-5,0.5,0.5,0.9996669842725624,1,bsA1/bsA,33.519164000000046,7.056527584481387e-9,2.8036418736192176e-8,M1/M2,0.4834799999998722,0.7852603186952417,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009934,GLT8D2,1.217680456466752e-9,4.372533888076047e-9,0.4979671355080431,0.5,0.08560700403528154,0.2531931007933446,bsA1/bsA,66.0646240000001,4.440892098500626e-16,2.7204228989232546e-15,M1/M2,0.03774599999997,0.9813039799348816,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009939,SLC41A2,0,0,0.5,0.5,0,0,bsA1/bsA,769.6056819999994,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009950,NUB1,0,0,0.2631259502171541,0.41154743776960995,0,0,bsA1/bsA,106.30748399999902,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009955,KCNB2,0,0,0.06133010589923688,0.11360246927482792,0,0,bsA1/bsA,272.5788900000007,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009958,RPL7,1.184739497256393e-5,3.4661039923113e-5,0.5,0.5,0.00546722368708196,0.02298996782702009,bsA1/bsA,25.411815999999817,4.63073060119612e-7,1.6121288675427522e-6,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009959,RDH10,5.036526751212024e-13,2.162009052826828e-12,0.1135535450703248,0.1967352110187369,1.867064013472142e-5,1.2823469819514218e-4,bsA1/bsA,33.013779999999315,9.150798896406798e-9,3.6127656254925134e-8,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009962,HAUS3,0.00162311926839914,0.00427334169416677,0.5,0.5,0.5827795583597943,1,bsA1/bsA,12.055914000000485,5.162832874201e-4,0.00140436312217962,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009968,ALKAL2,1.994219012146914e-9,7.064253512533521e-9,0.5,0.5,4.945266367517576e-7,4.283917431881592e-6,bsA1/bsA,29.88943599999993,4.5739817489121044e-8,1.70715783456871e-7,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009973,ERICH1,3.729746403224876e-6,1.1262116320135408e-5,0.07738575793275349,0.1399866950564483,0.01378292654476188,0.05152373491074268,bsA1/bsA,37.90926000000036,7.411263824863568e-10,3.1345558601621193e-9,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0009987,IKZF1,0,0,0.5,0.5,2.6090241078691182e-14,5.363062857363265e-13,bsA1/bsA,248.0794080000005,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0009992,PNPLA6,3.968869489687221e-4,0.00107366666344961,0.3634728041587102,0.5,0.1156891748162298,0.3243194424553459,bsA1/bsA,12.314261999999871,4.495104020841e-4,0.00122825884320727,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010000,SWSAP1,3.002607662505596e-9,1.0562831996472941e-8,0.4957222935952885,0.5,0.5385081247895338,1,bsA1/bsA,22.25994400000036,2.3812240372844684e-6,7.910490477762748e-6,M1/M2,0.0386579999994864,0.9808566073289746,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010008,RNF5,3.49313313718902e-5,9.980050897733172e-5,0.02625687890740447,0.0520804561230067,0.09629710965646698,0.2790874705181063,bsA1/bsA,18.41803600000003,1.7737115995508645e-5,5.5179875976842625e-5,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010012,WWC2,0,0,0.5,0.5,5.2974315711828985e-8,5.209542365570091e-7,bsA1/bsA,54.360279999998966,1.6686652060116105e-13,8.85416413816474e-13,M1/M2,0.0212599999995291,0.9894262987882751,1,Selection associated with trait,PS_fg
OG0010014,MARCKS,1.947497718646218e-12,8.110512635786509e-12,0.3493977079392383,0.5,0.1116318176807652,0.31539724133507735,bsA1/bsA,40.71695,1.7595425116923022e-10,7.816022446746844e-10,M1/M2,0.187155999999959,0.9106669826312516,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010017,BLVRA,0,0,0.4976050176216834,0.5,8.871348100569776e-12,1.3908088127233847e-10,bsA1/bsA,92.36864199999944,0,0,M1/M2,0.4090479999999843,0.8150351808384431,1,Selection associated with trait,PS_fg
OG0010026,POU6F2,0,0,0.06103216581890425,0.11309900706569535,0,0,bsA1/bsA,968.2816400000012,0,0,M1/M2,6.038851999999679,0.0488292383023141,0.20545583520738625,Selection associated with trait,PS_fg
OG0010027,VPS41,0,0,0.00953785774224541,0.0204713841521309,3.605057877553719e-6,2.7707078927486577e-5,bsA1/bsA,63.36355999999978,1.6653345369377348e-15,9.881390110048791e-15,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010029,STARD3NL,0,0,0.2534339992149723,0.3986943881487675,6.2959637503467994e-12,1.0052632895848932e-10,bsA1/bsA,75.33571799999982,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010030,EPDR1,2.2648549702353193e-14,1.0475710803001845e-13,0.01157535471506743,0.02450418779456788,6.176935773982707e-8,6.006202493038914e-7,bsA1/bsA,52.98679600000014,3.3584246494910985e-13,1.7500406394687909e-12,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010034,SEPTIN7 SEPT7,0,0,0.4128743752272513,0.5,0,0,bsA1/bsA,106.87562799999978,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010039,BMPER,5.551115123125783e-17,2.9987110034663246e-16,0.5,0.5,5.691346366824002e-4,0.00298683513999362,bsA1/bsA,102.50504200000069,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010047,LRRFIP2,0,0,0.5,0.5,0.00196680398256743,0.00918054027245877,bsA1/bsA,153.17920199999935,0,0,M1/M2,3.0872479999998177,0.2136055903901811,0.6671389431597369,Selection associated with trait,PS_fg
OG0010049,CRTAP,6.51700915454967e-14,2.9450755730273024e-13,0.5,0.5,1.456897437723814e-5,1.019239323044615e-4,bsA1/bsA,62.750332000000526,2.3314683517128287e-15,1.3723755417142351e-14,M1/M2,3.399999968678458e-5,0.9999830001446558,1,Selection associated with trait,PS_fg
OG0010054,UBXN2B,0,0,0.5,0.5,2.123906583939572e-8,2.1907374943281357e-7,bsA1/bsA,119.9969659999997,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010063,RBSN,0,0,0.5,0.5,0,0,bsA1/bsA,660.3075879999997,0,0,M1/M2,0.0327479999996285,0.983759325257084,1,Selection associated with trait,PS_fg
OG0010073,ALS2,0,0,0.5,0.5,1.426869286835775e-6,1.169330190177727e-5,bsA1/bsA,78.76464000000124,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010077,NOP58,2.775557561562891e-16,1.445227144269871e-15,0.04370802732058598,0.08336990708229029,0.0063787569237852,0.02629907690254269,bsA1/bsA,88.41688400000021,0,0,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010078,BMPR2,1.554312234475219e-15,7.748282302504922e-15,0.1184771055240171,0.20448760893594817,3.698962783283966e-4,0.00202600151433793,bsA1/bsA,25.527060000000347,4.362217429498827e-7,1.5206031511319025e-6,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010083,ACAA2,1.617150857669003e-12,6.754258456692834e-12,0.05087749280681492,0.09569524510979706,0.00817780576266347,0.03276422734726374,bsA1/bsA,36.38623599999937,1.6184210638314767e-9,6.698648079371727e-9,M1/M2,0.0720859999992171,0.964598814842678,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010088,PPP6R3,2.170486013142181e-14,1.0044591421247293e-13,0.5,0.5,0.02483441719321444,0.08603564707369006,bsA1/bsA,33.63341000000037,6.6539965759560005e-9,2.652787551051806e-8,M1/M2,0.7519279999996797,0.6866270511713242,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010090,KMT5B,2.077227279073668e-12,8.625875658878849e-12,0.4452840912125369,0.5,9.755739331929192e-7,8.172910762682984e-6,bsA1/bsA,32.984738000001016,9.288516844563333e-9,3.6600268264399094e-8,M1/M2,0.172022000000652,0.9175841377388226,1,Selection associated with trait,PS_fg
OG0010094,NHLH1,6.614375713809295e-12,2.6586533872413208e-11,0.4524647687213983,0.5,1.077011568817454e-8,1.1478396695254e-7,bsA1/bsA,57.014564000000064,4.329869796038111e-14,2.383040729315762e-13,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010107,COL17A1,0,0,0.03169989656642519,0.06202371803885227,2.5219881738536287e-10,3.277069918397794e-9,bsA1/bsA,73.9664499999999,0,0,M1/M2,3.609504000000016,0.1645152513007214,0.5426161378793851,Selection associated with trait,PS_fg
OG0010110,SH3PXD2A,9.631184738623233e-14,4.3140927913067014e-13,0.4182596146830561,0.5,0.01257020846050416,0.04758643220350087,bsA1/bsA,131.79645400000118,0,0,M1/M2,0.7415619999992487,0.6901950777310564,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010115,PDCD11,0,0,0.5,0.5,1.665334536937735e-15,3.8227599688751094e-14,bsA1/bsA,132.66611000000194,0,0,M1/M2,2.4415180000032706,0.2950061722435707,0.8479057021770692,Selection associated with trait,PS_fg
OG0010117,TAF5,2.775557561562891e-15,1.3570437930940823e-14,0.1688122003406402,0.28105055439551757,9.79278286901586e-4,0.00489582570470613,bsA1/bsA,108.87668400000076,0,0,M1/M2,9.086191999998846,0.0106404127875434,0.05664338703257305,Selection associated with trait,PS_fg
OG0010121,BORCS7,1.665334536937735e-16,8.798415801379218e-16,0.02400467240955284,0.04803154567220123,1.381457725990742e-9,1.6287650082730083e-8,bsA1/bsA,45.60050799999999,1.4500400880024245e-11,6.94600817641232e-11,M1/M2,1.692310000000134,0.4290615058718261,1,Selection associated with trait,PS_fg
OG0010122,NA,2.886579864025407e-15,1.4081433000719204e-14,0.2550618405820249,0.40089087693368025,0.02421189115374012,0.08431778915270302,bsA1/bsA,57.01854000000003,4.3187675657918596e-14,2.378540754899866e-13,M1/M2,0.0021139999998922,0.9989435584277838,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010127,SUFU,5.551115123125783e-17,2.9987110034663246e-16,0.5,0.5,2.696403667364899e-4,0.00150643494753878,bsA1/bsA,76.21974399999999,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010132,TWNK,0,0,0.5,0.5,2.240688379284705e-8,2.3056976497419546e-7,bsA1/bsA,70.15312599999925,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010133,LZTS2,1.297351115425727e-12,5.452781230157475e-12,0.3913687309463543,0.5,0.00603106345675186,0.02508064543716031,bsA1/bsA,14.630962000001093,1.307487051351e-4,3.779347093864389e-4,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010134,PDZD7,0,0,0.5,0.5,6.166614805791504e-6,4.5417774067506106e-5,bsA1/bsA,191.43301400000016,0,0,M1/M2,0.0724179999997431,0.9644387047286676,1,Selection associated with trait,PS_fg
OG0010135,SFXN3,0,0,0.08893225188277476,0.1584884077004804,1.250285355824943e-5,8.839844337670798e-5,bsA1/bsA,67.05371800000012,2.220446049250313e-16,1.382083149644395e-15,M1/M2,0.7871259999997164,0.6746488133628572,1,Selection associated with trait,PS_fg
OG0010141,GPR137B,8.96984986287208e-10,3.241130718717954e-9,0.04197583622175327,0.08038479457027059,0.1280891576234796,0.35167625954111437,bsA1/bsA,25.919636000000537,3.5593010161427685e-7,1.248750883048104e-6,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010155,SIPA1L2,2.882832683681613e-8,9.651076999837789e-8,0.04707721647485391,0.08922778670625835,0.1537193502220922,0.4098235541657381,bsA1/bsA,11.054548000000068,8.846991137202e-4,0.00234640100992871,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010163,TMEM65,5.551115123125783e-17,2.9987110034663246e-16,0.4179265112734759,0.5,1.110223024625157e-16,2.760882199743135e-15,bsA1/bsA,88.05474000000004,0,0,M1/M2,0.6388560000000325,0.7265645131377114,1,Selection associated with trait,PS_fg
OG0010165,ZHX1,0,0,0.08479531041581184,0.15192932015288524,2.912947660860254e-11,4.2582177461291616e-10,bsA1/bsA,114.043764,0,0,M1/M2,2.2220300000008137,0.3292246284320832,0.9181103562117686,Selection associated with trait,PS_fg
OG0010171,DYRK4,2.223721207172957e-12,9.220931158061698e-12,0.02525831271016743,0.05033051765917314,4.47639874701089e-6,3.3744559892536794e-5,bsA1/bsA,42.03524599999946,8.964295972191394e-11,4.070992288153287e-10,M1/M2,0.0103819999985717,0.9948224499582368,1,Selection associated with trait,PS_fg
OG0010180,COPS3,7.873535157187916e-12,3.1545172801066774e-11,0.5,0.5,4.177214130152151e-12,6.833574873787659e-11,bsA1/bsA,34.15729999999985,5.08321928993638e-9,2.044606116174806e-8,M1/M2,0.002056000000266,0.9989725282108513,1,Selection associated with trait,PS_fg
OG0010182,TOM1L2,0,0,0.5,0.5,0.00388627206920066,0.01694297152990558,bsA1/bsA,248.6525899999997,0,0,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010183,DRC3,0,0,0.1605487000803749,0.2689485966890368,1.221245327087672e-15,2.8410368442518046e-14,bsA1/bsA,118.28069799999868,0,0,M1/M2,1.297327999999652,0.5227436960251184,1,Selection associated with trait,PS_fg
OG0010195,EPN2,0,0,0.0914921331685582,0.16284922263280596,2.985185535431256e-6,2.3252741335393423e-5,bsA1/bsA,42.59958799999913,6.717348899343277e-11,3.085046847613644e-10,M1/M2,0.794636000000537,0.6721202574032756,1,Selection associated with trait,PS_fg
OG0010199,EMP2,0,0,0.1341095698387306,0.2286314499945815,0,0,bsA1/bsA,294.421104,0,0,M1/M2,0.38866999999982,0.8233820250830646,1,Selection associated with trait,PS_fg
OG0010200,TEKT5,2.818023592254804e-12,1.1601891611500034e-11,0.2148013318934313,0.346226620638062,8.064998933021705e-6,5.850335353425804e-5,bsA1/bsA,38.95900600000096,4.32799018845742e-10,1.8624792081508931e-9,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010219,NTN1,4.3043957287380856e-11,1.6599928982397236e-10,0.5,0.5,1.809422088228096e-5,1.2457230510362724e-4,bsA1/bsA,38.27486200000021,6.144915687400495e-10,2.613920440757647e-9,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010221,PIK3R6,0,0,0.5,0.5,3.586020369539256e-14,7.217074483254122e-13,bsA1/bsA,48.130317999999534,3.988143149058487e-12,1.969599979264669e-11,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010233,SOWAHC,4.4153569689342476e-12,1.7939201506646473e-11,0.4215105519831774,0.5,1.681306397824933e-4,9.674219126846388e-4,bsA1/bsA,40.25489800000105,2.2289581291801144e-10,9.81538495780344e-10,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010235,NA,7.171070790512601e-7,2.2419959039413314e-6,0.5,0.5,0.00143035911569633,0.00688832931955262,bsA1/bsA,16.34508599999981,5.279287083881368e-5,1.5841758842699016e-4,M1/M2,0.0206539999999222,0.9897261403803208,1,Selection associated with trait,PS_fg
OG0010244,TOM1,0,0,0.4726178985012869,0.5,1.77635683940025e-15,4.0668233037486154e-14,bsA1/bsA,362.2899700000007,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010251,EIF3D,3.267526471617543e-9,1.1462170281871998e-8,0.0101412063353345,0.02166962953728019,0.03894894582927066,0.12762748095664836,bsA1/bsA,44.14259799999945,3.053035602107457e-11,1.4387319657699428e-10,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010252,IFT27,4.724157227475878e-5,1.3382277134722177e-4,0.5,0.5,0.04379756598680984,0.1418503503180585,bsA1/bsA,8.374101999999766,0.003806055742104,0.00933034593714216,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010265,TMEM14A,1.054711873393899e-15,5.312850146886381e-15,0.5,0.5,1.004173236784922e-7,9.518198456885778e-7,bsA1/bsA,91.39762800000015,0,0,M1/M2,0.0605419999999412,0.9701825784409714,1,Selection associated with trait,PS_fg
OG0010267,CILK1 ICK,0,0,0.4360444826545516,0.5,1.388968273730029e-9,1.6353920327700235e-8,bsA1/bsA,230.64141199999904,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010272,CARNS1,0,0,0.5,0.5,0,0,bsA1/bsA,70.37866000000031,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010277,ANKRD13D,6.72477851182407e-10,2.447276418895101e-9,0.3891961952723515,0.5,0.01017545939472742,0.03975549688576573,bsA1/bsA,28.659475999999813,8.629070002985628e-8,3.161140606321323e-7,M1/M2,0.2163300000001982,0.8974795000952186,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010282,SSRP1,0,0,0.4994482594330776,0.5,4.52490221743207e-4,0.00243826300060131,bsA1/bsA,72.27008000000023,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010291,TMX2,8.748869961827666e-10,3.166571336246617e-9,0.5,0.5,0.07824664281717342,0.23471280656492852,bsA1/bsA,27.851681999999983,1.3098015338997018e-7,4.74693565272879e-7,M1/M2,0.0014140000002953,0.999293249865464,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010295,LPXN,0,0,0.4974526370214594,0.5,2.886579864025407e-15,6.505328683144758e-14,bsA1/bsA,162.31768999999986,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010298,NA,0,0,0.5,0.5,1.036084440464435e-9,1.2487847838132621e-8,bsA1/bsA,84.65515799999957,0,0,M1/M2,0.8608480000002601,0.6502333373317675,1,Selection associated with trait,PS_fg
OG0010300,DTX4,5.551115123125783e-17,2.9987110034663246e-16,0.5,0.5,0.00261332471255504,0.01194071386613059,bsA1/bsA,34.39062400000148,4.508901474409299e-9,1.8226186019628642e-8,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010307,ARFGAP3,0,0,0.2033066591969975,0.3301587218410239,4.863556863909935e-7,4.217356823675007e-6,bsA1/bsA,51.951656000000185,5.688782778179302e-13,2.924991473992381e-12,M1/M2,7.465243999999984,0.023930009023092,0.11397263720975968,Selection associated with trait,PS_fg
OG0010312,SAMM50,0,0,0.02290064786410273,0.04601397878243441,2.930175235982269e-5,1.9442644117674115e-4,bsA1/bsA,83.6167719999994,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010313,ARHGAP8,5.530719882074209e-9,1.9168141713844698e-8,0.5,0.5,0.2979753692353978,0.6973171566693165,bsA1/bsA,18.72350800000004,1.5110807315976691e-5,4.728089017381621e-5,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010317,NPFFR1,0,0,0.5,0.5,0,0,bsA1/bsA,143.66401399999995,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0010318,PPA1,0,0,0.223073263942158,0.357893219531968,6.380466155420095e-10,7.888079158429358e-9,bsA1/bsA,116.27632199999972,0,0,M1/M2,1.8563039999999087,0.395283519764567,1,Selection associated with trait,PS_fg
OG0010320,ASCC1,6.692116891748867e-7,2.0975581159433065e-6,0.06162037136261167,0.11406688636835108,0.08725318935437032,0.2574459940923016,bsA1/bsA,27.392163999999863,1.6610294006902393e-7,5.982502436070428e-7,M1/M2,1.8258679999999003,0.4013449488030727,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0010322,DNAJB12,0,0,0.5,0.5,2.05693085063352e-4,0.00116955844818544,bsA1/bsA,59.37194,1.3100631690576847e-14,7.375002424702159e-14,M1/M2,1.6853180000007342,0.4305641299526939,1,Selection associated with trait,PS_fg
